age,gender,height_cm,weight_kg,activity_level,Mod_act,Vig_act,bmi,bmi_category,fitness_goal,bmr,activity_multiplier,tdee,workout_template_id,nutrition_template_id,tdee_bmr_ratio,height_bin,weight_bin
60,Male,182.9,99.8,Moderate Activity,4.0,2.0,29.833426052114035,Overweight,Fat Loss,1962.4997000000003,1.55,3041.8745350000004,2,2,1.55,181-200,71-100
57,Female,167.6,79.4,High Activity,14.0,2.0,28.266528443105248,Overweight,Fat Loss,1454.2196000000001,1.81,2632.1374760000003,3,2,1.81,166-180,71-100
50,Male,170.2,63.5,High Activity,7.0,7.0,21.92070985817473,Normal,Fat Loss,1472.0113000000001,1.81,2664.3404530000003,3,1,1.81,166-180,40-70
21,Female,182.9,63.5,Moderate Activity,3.0,0.0,18.98218992293829,Normal,Fat Loss,1510.4716999999998,1.55,2341.231135,2,1,1.5500000000000003,181-200,40-70
42,Male,154.9,113.4,High Activity,50.0,5.0,47.26179575652422,Obese,Fat Loss,2112.5129000000006,1.81,3823.6483490000014,3,3,1.81,150-165,101-150
56,Female,165.1,102.1,High Activity,5.0,0.0,37.4568796474871,Obese,Fat Loss,1660.7115,1.81,3005.887815,3,3,1.81,166-180,101-150
18,Female,154.9,52.2,Low Activity,0.0,0.0,21.755429792685756,Normal,Fat Loss,1332.2266,1.29,1718.572314,1,1,1.29,150-165,40-70
50,Male,190.5,90.7,High Activity,12.0,0.0,24.99293887476664,Normal,Fat Loss,1933.8294,1.81,3500.2312140000004,3,1,1.81,181-200,71-100
61,Male,185.4,104.3,High Activity,20.0,20.0,30.343442383534125,Obese,Fat Loss,2029.1067000000003,1.81,3672.6831270000007,3,3,1.81,181-200,101-150
36,Male,172.7,72.6,High Activity,16.0,2.0,24.34175828634022,Normal,Fat Loss,1685.3994999999998,1.81,3050.5730949999997,3,1,1.81,166-180,71-100
18,Male,188.0,71.2,High Activity,15.0,5.0,20.144861928474423,Normal,Fat Loss,1842.2544,1.81,3334.480464,3,1,1.81,181-200,71-100
61,Female,167.6,86.2,Moderate Activity,3.0,1.0,30.68733944327043,Obese,Fat Loss,1499.7792,1.55,2324.65776,2,3,1.55,166-180,71-100
37,Female,170.2,99.8,High Activity,20.0,10.0,34.4517613204069,Obese,Fat Loss,1737.5131999999999,1.81,3144.8988919999997,3,3,1.81,166-180,71-100
53,Male,193.0,95.3,Moderate Activity,3.0,1.0,25.584579451797364,Overweight,Fat Loss,1990.4221000000002,1.55,3085.1542550000004,2,2,1.55,181-200,71-100
56,Female,167.6,68.0,High Activity,14.0,1.0,24.20811000165185,Normal,Fat Loss,1353.1338,1.81,2449.1721780000003,3,1,1.81,166-180,40-70
23,Male,195.6,95.3,High Activity,40.0,0.0,24.908937316254114,Normal,Fat Loss,2173.2095,1.81,3933.509195,3,1,1.81,181-200,71-100
43,Female,154.9,61.2,High Activity,12.0,0.0,25.50636596383847,Overweight,Fat Loss,1307.1996000000001,1.81,2366.031276,3,2,1.8099999999999998,150-165,40-70
50,Male,182.9,82.6,High Activity,8.0,40.0,24.691793506058307,Normal,Fat Loss,1788.8413000000005,1.81,3237.802753000001,3,1,1.81,181-200,71-100
61,Male,154.9,75.3,High Activity,20.0,3.0,31.382832631977724,Obese,Fat Loss,1494.2242,1.81,2704.545802,3,3,1.8099999999999998,150-165,71-100
53,Female,167.6,54.4,High Activity,12.0,1.0,19.36648800132148,Normal,Fat Loss,1240.3645999999999,1.81,2245.059926,3,1,1.81,166-180,40-70
45,Male,195.6,108.9,High Activity,15.0,1.0,28.46362301930822,Overweight,Fat Loss,2230.5147,1.81,4037.2316070000006,3,2,1.81,181-200,101-150
21,Male,182.9,79.4,High Activity,10.0,0.0,23.73521070679213,Normal,Fat Loss,1910.6039,1.81,3458.193059,3,1,1.81,181-200,71-100
29,Male,188.0,108.9,High Activity,40.0,5.0,30.81145314622001,Obese,Fat Loss,2284.8743000000004,1.81,4135.622483000001,3,3,1.81,181-200,101-150
50,Female,170.2,70.3,Moderate Activity,3.0,0.0,24.26812445716037,Normal,Fat Loss,1408.4366999999997,1.55,2183.0768849999995,2,1,1.5499999999999998,166-180,71-100
45,Female,162.6,65.8,High Activity,20.0,0.0,24.887702751566263,Normal,Fat Loss,1364.9304,1.81,2470.524024,3,1,1.8099999999999998,150-165,40-70
58,Female,162.6,54.4,High Activity,60.0,20.0,20.575851514972715,Normal,Fat Loss,1203.2245999999998,1.81,2177.8365259999996,3,1,1.81,150-165,40-70
31,Male,175.3,77.1,High Activity,20.0,4.0,25.089415618372737,Overweight,Fat Loss,1786.5484000000001,1.81,3233.6526040000003,3,2,1.81,166-180,71-100
41,Female,162.6,95.3,High Activity,40.0,0.0,36.0455634076636,Obese,Fat Loss,1655.0369,1.81,2995.616789,3,3,1.81,150-165,71-100
19,Female,167.6,58.1,High Activity,20.0,20.0,20.68369398670548,Normal,Fat Loss,1421.7985,1.81,2573.4552850000005,3,1,1.8100000000000003,166-180,40-70
26,Male,188.0,72.6,High Activity,20.0,10.0,20.540968764146672,Normal,Fat Loss,1815.5942,1.81,3286.2255020000002,3,1,1.81,181-200,71-100
50,Male,172.7,97.5,High Activity,50.0,6.0,32.69037786388666,Obese,Fat Loss,1939.5068,1.81,3510.507308,3,3,1.81,166-180,71-100
23,Male,175.3,61.2,High Activity,1.0,4.0,19.915333798241395,Normal,Fat Loss,1618.9521000000004,1.81,2930.303301000001,3,1,1.81,166-180,40-70
62,Female,154.9,70.3,High Activity,8.0,0.0,29.298979203559547,Overweight,Fat Loss,1309.0773,1.81,2369.429913,3,2,1.81,150-165,71-100
24,Male,182.9,86.2,High Activity,20.0,6.0,25.767949155232767,Overweight,Fat Loss,1984.6725000000001,1.81,3592.2572250000003,3,2,1.81,181-200,71-100
63,Female,154.9,68.0,Moderate Activity,3.0,0.0,28.340406626487187,Overweight,Fat Loss,1283.4792000000002,1.55,1989.3927600000004,2,2,1.55,150-165,40-70
45,Male,172.7,77.1,Low Activity,0.0,0.0,25.850544956981143,Overweight,Fat Loss,1694.593,1.29,2186.02497,1,2,1.2899999999999998,166-180,71-100
53,Female,157.5,68.0,High Activity,5.0,0.0,27.41244646006551,Overweight,Fat Loss,1334.834,1.81,2416.04954,3,2,1.8099999999999998,150-165,40-70
55,Male,154.9,86.2,Moderate Activity,3.0,0.0,35.92563310592935,Obese,Fat Loss,1674.3135000000004,1.55,2595.1859250000007,2,3,1.55,150-165,71-100
18,Male,154.9,77.1,High Activity,14.0,14.0,32.133019866208265,Obese,Fat Loss,1762.4498,1.81,3190.0341380000004,3,3,1.81,150-165,71-100
38,Male,182.9,99.8,Moderate Activity,4.0,2.0,29.833426052114035,Overweight,Fat Loss,2087.3937,1.55,3235.460235,2,2,1.55,181-200,71-100
48,Male,180.3,108.9,Moderate Activity,3.0,0.0,33.49935354553281,Obese,Fat Loss,2140.059,1.55,3317.0914500000003,2,3,1.55,181-200,101-150
62,Female,157.5,52.2,Low Activity,0.0,0.0,21.04308390022676,Normal,Fat Loss,1149.7613999999999,1.29,1483.192206,1,1,1.29,150-165,40-70
58,Male,185.4,90.7,High Activity,11.0,0.0,26.386866962478862,Overweight,Fat Loss,1863.9385000000002,1.81,3373.7286850000005,3,2,1.81,181-200,71-100
47,Female,172.7,67.1,High Activity,10.0,4.0,22.4976856888902,Normal,Fat Loss,1399.5812999999998,1.81,2533.2421529999997,3,1,1.81,166-180,40-70
32,Female,167.6,58.1,High Activity,35.0,0.0,20.68369398670548,Normal,Fat Loss,1365.5085000000001,1.81,2471.5703850000004,3,1,1.81,166-180,40-70
64,Male,185.4,113.4,High Activity,10.0,3.0,32.9908568196814,Obese,Fat Loss,2133.9884,1.81,3862.519004,3,3,1.81,181-200,101-150
43,Female,160.0,63.5,High Activity,15.0,5.0,24.8046875,Normal,Fat Loss,1344.2675,1.81,2433.124175,3,1,1.81,150-165,40-70
60,Male,154.9,108.9,Low Activity,2.0,0.0,45.38632767094786,Obese,Fat Loss,1950.0404000000003,1.29,2515.5521160000003,1,3,1.29,150-165,101-150
57,Female,162.6,77.1,High Activity,12.0,5.0,29.161730731698466,Overweight,Fat Loss,1417.4615,1.81,2565.605315,3,2,1.81,150-165,71-100
61,Female,167.6,54.4,High Activity,14.0,10.0,19.36648800132148,Normal,Fat Loss,1205.7246,1.81,2182.361526,3,1,1.81,166-180,40-70
49,Female,162.6,79.8,High Activity,12.0,0.0,30.18295865615483,Obese,Fat Loss,1477.0683999999999,1.81,2673.4938039999997,3,3,1.81,150-165,71-100
35,Female,170.2,58.1,High Activity,40.0,10.0,20.05658650015673,Normal,Fat Loss,1360.5733000000002,1.81,2462.6376730000006,3,1,1.81,166-180,40-70
29,Male,190.5,70.3,Moderate Activity,3.0,1.0,19.371594298744157,Normal,Fat Loss,1779.7476,1.55,2758.60878,2,1,1.55,181-200,71-100
47,Male,154.9,86.2,High Activity,10.0,4.0,35.92563310592935,Obese,Fat Loss,1719.7295000000004,1.81,3112.710395000001,3,3,1.8100000000000003,150-165,71-100
56,Male,188.0,88.5,High Activity,40.0,10.0,25.039610683567226,Overweight,Fat Loss,1858.2965000000002,1.81,3363.5166650000006,3,2,1.81,181-200,71-100
53,Female,167.6,74.8,High Activity,20.0,0.0,26.628921001817037,Overweight,Fat Loss,1429.0033999999998,1.81,2586.496154,3,2,1.8100000000000003,166-180,71-100
32,Male,175.3,77.6,High Activity,0.0,4.0,25.252122593848565,Overweight,Fat Loss,1787.5699000000002,1.81,3235.5015190000004,3,2,1.81,166-180,71-100
59,Female,162.6,56.7,High Activity,20.0,0.0,21.445786413583697,Normal,Fat Loss,1220.1626999999999,1.81,2208.494487,3,1,1.81,150-165,40-70
53,Male,175.3,117.9,Low Activity,0.0,0.0,38.36630481720034,Obese,Fat Loss,2208.2520000000004,1.29,2848.6450800000007,1,3,1.29,166-180,101-150
64,Male,170.2,99.8,High Activity,20.0,4.0,34.4517613204069,Obese,Fat Loss,1878.8444000000004,1.81,3400.708364000001,3,3,1.81,166-180,71-100
30,Female,162.6,79.4,Low Activity,0.0,0.0,30.031665630309444,Obese,Fat Loss,1555.6396,1.29,2006.775084,1,3,1.29,150-165,71-100
19,Male,185.4,74.8,High Activity,0.0,7.0,21.761164815803955,Normal,Fat Loss,1872.3292,1.81,3388.915852,3,1,1.81,181-200,71-100
54,Female,154.9,66.2,High Activity,17.0,0.0,27.59021939225665,Overweight,Fat Loss,1305.8046000000002,1.81,2363.506326,3,2,1.8099999999999998,150-165,40-70
60,Female,165.1,63.5,High Activity,15.0,0.0,23.29590457997484,Normal,Fat Loss,1286.4572999999998,1.81,2328.4877129999995,3,1,1.8099999999999998,166-180,40-70
50,Female,154.9,59.0,Low Activity,0.0,0.0,24.58947045533447,Normal,Fat Loss,1256.5462,1.29,1620.944598,1,1,1.29,150-165,40-70
49,Male,172.7,67.1,High Activity,5.0,25.0,22.4976856888902,Normal,Fat Loss,1537.9149999999997,1.81,2783.6261499999996,3,1,1.81,166-180,40-70
39,Male,182.9,85.7,High Activity,8.0,0.0,25.618483092847423,Overweight,Fat Loss,1892.8190000000002,1.81,3426.0023900000006,3,2,1.81,181-200,71-100
20,Female,154.9,99.8,High Activity,20.0,20.0,41.59371443122679,Obese,Fat Loss,1763.7238000000002,1.81,3192.3400780000006,3,3,1.81,150-165,71-100
57,Male,193.0,99.8,Low Activity,2.0,0.0,26.792665574914764,Overweight,Fat Loss,2028.0006000000003,1.29,2616.1207740000004,1,2,1.29,181-200,71-100
35,Male,180.3,99.8,Moderate Activity,3.0,0.0,30.70005035669582,Obese,Fat Loss,2091.9473000000003,1.55,3242.5183150000007,2,3,1.55,181-200,71-100
21,Female,162.6,54.4,High Activity,4.0,8.0,20.575851514972715,Normal,Fat Loss,1363.4345999999998,1.81,2467.816626,3,1,1.81,150-165,40-70
39,Female,157.5,59.0,High Activity,40.0,0.0,23.784328546233308,Normal,Fat Loss,1312.2309999999998,1.81,2375.13811,3,1,1.8100000000000003,150-165,40-70
59,Female,162.6,54.4,Moderate Activity,4.0,2.0,20.575851514972715,Normal,Fat Loss,1198.8945999999999,1.55,1858.2866299999998,2,1,1.55,150-165,40-70
54,Male,154.9,86.2,High Activity,7.0,1.0,35.92563310592935,Obese,Fat Loss,1679.9905000000003,1.81,3040.7828050000007,3,3,1.81,150-165,71-100
51,Male,182.9,122.5,High Activity,60.0,8.0,36.61918528440851,Obese,Fat Loss,2317.7046,1.81,4195.045326,3,3,1.81,181-200,101-150
44,Female,167.6,61.2,High Activity,5.0,0.0,21.787299001486662,Normal,Fat Loss,1342.2142000000001,1.81,2429.4077020000004,3,1,1.81,166-180,40-70
39,Male,180.3,104.3,High Activity,8.0,3.0,32.084321164362464,Obese,Fat Loss,2129.5258000000003,1.81,3854.4416980000005,3,3,1.81,181-200,101-150
42,Female,162.6,86.6,High Activity,15.0,1.0,32.75494009552642,Obese,Fat Loss,1570.2579999999998,1.81,2842.16698,3,3,1.8100000000000003,150-165,71-100
33,Male,175.3,74.8,High Activity,30.0,20.0,24.340963531183927,Normal,Fat Loss,1744.3813000000002,1.81,3157.3301530000003,3,1,1.81,166-180,71-100
46,Female,167.6,72.6,High Activity,5.0,2.0,25.84571744294006,Overweight,Fat Loss,1438.9699999999998,1.81,2604.5357,3,2,1.8100000000000003,166-180,71-100
57,Female,162.6,95.3,Low Activity,1.0,0.0,36.0455634076636,Obese,Fat Loss,1585.7569,1.29,2045.6264010000002,1,3,1.29,150-165,71-100
44,Male,154.9,77.1,High Activity,20.0,40.0,32.133019866208265,Obese,Fat Loss,1614.8478,1.81,2922.874518,3,3,1.81,150-165,71-100
19,Male,182.9,95.3,High Activity,20.0,0.0,28.488231490645965,Overweight,Fat Loss,2134.9702,1.81,3864.2960620000003,3,2,1.81,181-200,71-100
33,Male,180.3,79.4,High Activity,11.0,2.0,24.424689361940363,Normal,Fat Loss,1830.0025000000003,1.81,3312.3045250000005,3,1,1.81,181-200,71-100
24,Male,154.9,79.4,High Activity,7.0,0.0,33.09159244328063,Obese,Fat Loss,1759.2009000000003,1.81,3184.1536290000004,3,3,1.8099999999999998,150-165,71-100
38,Female,162.6,95.3,High Activity,25.0,13.0,36.0455634076636,Obese,Fat Loss,1668.0269,1.81,3019.128689,3,3,1.81,150-165,71-100
56,Male,170.2,77.1,High Activity,35.0,3.0,26.61553905614601,Overweight,Fat Loss,1620.1485,1.81,2932.468785,3,2,1.81,166-180,71-100
43,Female,167.6,65.8,Moderate Activity,4.0,0.0,23.42490644277488,Normal,Fat Loss,1389.0803999999998,1.55,2153.07462,2,1,1.55,166-180,40-70
25,Female,160.0,60.3,Low Activity,2.0,0.0,23.554687499999996,Normal,Fat Loss,1392.6171,1.29,1796.476059,1,1,1.29,150-165,40-70
33,Female,162.6,68.0,High Activity,10.0,0.0,25.719814393715897,Overweight,Fat Loss,1437.2338,1.81,2601.393178,3,2,1.8099999999999998,150-165,40-70
36,Male,190.5,106.6,High Activity,14.0,4.0,29.374280970784163,Overweight,Fat Loss,2226.3197,1.81,4029.638657,3,2,1.81,181-200,101-150
55,Male,154.9,97.5,Low Activity,2.0,1.0,40.635141854154426,Obese,Fat Loss,1825.6996000000001,1.29,2355.152484,1,3,1.29,150-165,71-100
49,Female,152.4,59.0,High Activity,5.0,0.0,25.402828583434943,Overweight,Fat Loss,1253.1311999999998,1.81,2268.1674719999996,3,2,1.81,150-165,40-70
37,Male,180.3,108.9,High Activity,10.0,0.0,33.49935354553281,Obese,Fat Loss,2202.5060000000003,1.81,3986.535860000001,3,3,1.81,181-200,101-150
54,Female,172.7,63.5,High Activity,14.0,1.0,21.290656352377464,Normal,Fat Loss,1335.9821,1.81,2418.127601,3,1,1.8100000000000003,166-180,40-70
63,Female,167.6,72.6,High Activity,40.0,0.0,25.84571744294006,Overweight,Fat Loss,1365.36,1.81,2471.3016,3,2,1.81,166-180,71-100
50,Male,188.0,104.3,High Activity,10.0,2.0,29.50995925758262,Overweight,Fat Loss,2104.0311,1.81,3808.2962910000006,3,2,1.81,181-200,101-150
46,Male,154.9,74.8,High Activity,14.0,2.0,31.174447289135905,Obese,Fat Loss,1572.6807000000001,1.81,2846.552067,3,3,1.8099999999999998,150-165,71-100
46,Female,167.6,57.2,High Activity,20.0,10.0,20.36329253080126,Normal,Fat Loss,1296.5662,1.81,2346.784822,3,1,1.81,166-180,40-70
58,Female,167.6,65.8,Low Activity,0.0,0.0,23.42490644277488,Normal,Fat Loss,1324.1303999999998,1.29,1708.1282159999998,1,1,1.29,166-180,40-70
19,Male,182.9,77.1,High Activity,5.0,5.0,23.04766681981956,Normal,Fat Loss,1891.1448,1.81,3422.972088,3,1,1.81,181-200,71-100
41,Male,182.9,81.6,High Activity,4.0,3.0,24.392861381287627,Normal,Fat Loss,1826.5373,1.81,3306.032513,3,1,1.81,181-200,71-100
62,Female,165.1,59.0,High Activity,10.0,0.0,21.645013704228592,Normal,Fat Loss,1236.1857999999997,1.81,2237.4962979999996,3,1,1.81,166-180,40-70
49,Female,167.6,79.4,Moderate Activity,4.0,0.0,28.266528443105248,Overweight,Fat Loss,1488.8596,1.55,2307.73238,2,2,1.55,166-180,71-100
30,Female,167.6,68.9,High Activity,10.0,0.0,24.528511457556068,Normal,Fat Loss,1474.0361,1.81,2668.005341,3,1,1.81,166-180,40-70
38,Female,170.2,63.5,High Activity,20.0,0.0,21.92070985817473,Normal,Fat Loss,1397.5171,1.81,2529.505951,3,1,1.81,166-180,40-70
42,Male,185.4,127.0,High Activity,5.0,2.0,36.94743224073666,Obese,Fat Loss,2441.0816000000004,1.81,4418.357696000001,3,3,1.81,181-200,101-150
54,Male,172.7,74.8,High Activity,5.0,0.0,25.079387325320223,Overweight,Fat Loss,1612.6869,1.81,2918.963289,3,2,1.81,166-180,71-100
63,Female,162.6,57.2,High Activity,5.0,2.0,21.634902695890432,Normal,Fat Loss,1207.4662,1.81,2185.5138220000003,3,1,1.8100000000000003,150-165,40-70
46,Male,175.3,97.1,High Activity,8.0,3.0,31.597694637405876,Obese,Fat Loss,1969.3334000000002,1.81,3564.4934540000004,3,3,1.81,166-180,71-100
54,Female,167.6,59.0,High Activity,15.0,0.0,21.00409544260969,Normal,Fat Loss,1278.5708,1.81,2314.213148,3,1,1.8099999999999998,166-180,40-70
22,Female,152.4,45.4,Low Activity,2.0,0.0,19.54726131674485,Normal,Fat Loss,1244.282,1.29,1605.12378,1,1,1.29,150-165,40-70
52,Male,170.2,88.5,Moderate Activity,3.0,1.0,30.55091058973959,Obese,Fat Loss,1795.5823000000003,1.55,2783.1525650000003,2,3,1.55,166-180,71-100
58,Female,160.0,81.6,Moderate Activity,3.0,1.0,31.874999999999996,Obese,Fat Loss,1446.6881999999998,1.55,2242.36671,2,3,1.55,150-165,71-100
49,Female,167.6,68.0,High Activity,10.0,9.0,24.20811000165185,Normal,Fat Loss,1383.4438,1.81,2504.033278,3,1,1.8099999999999998,166-180,40-70
53,Male,175.3,90.7,Low Activity,0.0,0.0,29.515045351315276,Overweight,Fat Loss,1843.8536000000004,1.29,2378.5711440000005,1,2,1.29,166-180,71-100
52,Female,172.7,81.6,High Activity,14.0,0.0,27.359331627622065,Overweight,Fat Loss,1512.0127999999997,1.81,2736.7431679999995,3,2,1.81,166-180,71-100
25,Male,175.3,77.1,Moderate Activity,3.0,1.0,25.089415618372737,Overweight,Fat Loss,1820.6104000000003,1.55,2821.9461200000005,2,2,1.55,166-180,71-100
51,Male,172.7,74.8,High Activity,12.0,4.0,25.079387325320223,Overweight,Fat Loss,1629.7178999999999,1.81,2949.789399,3,2,1.81,166-180,71-100
45,Male,172.7,74.8,High Activity,7.0,7.0,25.079387325320223,Overweight,Fat Loss,1663.7799,1.81,3011.441619,3,2,1.81,166-180,71-100
49,Female,172.7,59.0,High Activity,8.0,0.0,19.78186968173654,Normal,Fat Loss,1316.0205999999998,1.81,2381.997286,3,1,1.81,166-180,40-70
41,Male,182.9,90.7,High Activity,6.0,2.0,27.113143716700836,Overweight,Fat Loss,1948.4500000000003,1.81,3526.6945000000005,3,2,1.81,181-200,71-100
57,Female,165.1,63.5,High Activity,9.0,7.0,23.29590457997484,Normal,Fat Loss,1299.4472999999998,1.81,2351.999613,3,1,1.8100000000000003,166-180,40-70
21,Male,172.7,79.4,High Activity,5.0,3.0,26.621702588642066,Overweight,Fat Loss,1861.6541000000002,1.81,3369.5939210000006,3,2,1.81,166-180,71-100
49,Female,165.1,113.4,High Activity,15.0,6.0,41.60245006880546,Obese,Fat Loss,1795.5126,1.81,3249.877806,3,3,1.81,166-180,101-150
65,Male,154.9,102.1,High Activity,10.0,0.0,42.55228700829914,Obese,Fat Loss,1830.5558,1.81,3313.3059980000003,3,3,1.81,150-165,101-150
64,Female,152.4,63.5,High Activity,5.0,1.0,27.34033245844269,Overweight,Fat Loss,1229.7927,1.81,2225.924787,3,2,1.81,150-165,40-70
49,Female,160.0,59.0,High Activity,0.0,6.0,23.046875,Normal,Fat Loss,1276.676,1.81,2310.78356,3,1,1.81,150-165,40-70
42,Female,160.0,54.4,High Activity,5.0,0.0,21.25,Normal,Fat Loss,1264.4497999999999,1.81,2288.654138,3,1,1.81,150-165,40-70
44,Female,172.7,65.8,High Activity,20.0,0.0,22.06181398403838,Normal,Fat Loss,1400.5502,1.81,2534.9958619999998,3,1,1.81,166-180,40-70
65,Male,180.3,83.9,High Activity,4.0,4.0,25.80896016960701,Overweight,Fat Loss,1708.625,1.81,3092.61125,3,2,1.81,181-200,71-100
65,Male,154.9,79.4,High Activity,40.0,20.0,33.09159244328063,Obese,Fat Loss,1526.4439000000002,1.81,2762.8634590000006,3,3,1.81,150-165,71-100
33,Male,185.4,120.2,High Activity,40.0,0.0,34.96914453020903,Obese,Fat Loss,2401.0750000000003,1.81,4345.945750000001,3,3,1.81,181-200,101-150
53,Male,180.3,81.6,Moderate Activity,3.0,2.0,25.10144397902183,Overweight,Fat Loss,1745.9359,1.55,2706.200645,2,2,1.55,181-200,71-100
62,Male,175.3,83.9,High Activity,20.0,0.0,27.302230484844006,Overweight,Fat Loss,1701.6610000000003,1.81,3080.0064100000004,3,2,1.8099999999999998,166-180,71-100
65,Female,162.6,53.5,High Activity,48.0,0.0,20.235442206820597,Normal,Fat Loss,1164.5923,1.81,2107.912063,3,1,1.81,150-165,40-70
28,Male,154.9,74.8,High Activity,100.0,0.0,31.174447289135905,Obese,Fat Loss,1674.8667000000003,1.81,3031.5087270000004,3,3,1.8099999999999998,150-165,71-100
46,Male,188.0,106.6,High Activity,10.0,2.0,30.160706201901316,Obese,Fat Loss,2157.5522,1.81,3905.1694820000002,3,3,1.81,181-200,101-150
50,Female,167.6,68.0,High Activity,20.0,0.0,24.20811000165185,Normal,Fat Loss,1379.1138,1.81,2496.195978,3,1,1.81,166-180,40-70
57,Male,185.4,83.9,Moderate Activity,4.0,0.0,24.40857925195123,Normal,Fat Loss,1778.5159000000003,1.55,2756.6996450000006,2,1,1.55,181-200,71-100
45,Male,180.3,79.4,High Activity,10.0,0.0,24.424689361940363,Normal,Fat Loss,1761.8785000000003,1.81,3189.0000850000006,3,1,1.81,181-200,71-100
54,Male,190.5,120.2,High Activity,3.0,3.0,33.12184402146582,Obese,Fat Loss,2306.3329000000003,1.81,4174.462549000001,3,3,1.81,181-200,101-150
60,Male,188.0,136.1,High Activity,12.0,4.0,38.50724309642372,Obese,Fat Loss,2473.2857000000004,1.81,4476.647117,3,3,1.8099999999999998,181-200,101-150
39,Male,182.9,86.2,High Activity,5.0,5.0,25.767949155232767,Overweight,Fat Loss,1899.5175000000002,1.81,3438.1266750000004,3,2,1.81,181-200,71-100
18,Male,182.9,72.6,High Activity,5.0,14.0,21.70247225835149,Normal,Fat Loss,1836.5353,1.81,3324.128893,3,1,1.81,181-200,71-100
59,Male,182.9,83.9,High Activity,5.0,2.0,25.0804052682602,Overweight,Fat Loss,1755.1644000000003,1.81,3176.8475640000006,3,2,1.81,181-200,71-100
40,Male,185.4,72.6,Low Activity,0.0,0.0,21.1211305565156,Normal,Fat Loss,1723.6388000000002,1.29,2223.4940520000005,1,1,1.29,181-200,71-100
62,Male,182.9,104.3,High Activity,20.0,6.0,31.1786206135821,Obese,Fat Loss,2011.4322000000004,1.81,3640.692282000001,3,3,1.81,181-200,101-150
41,Female,165.1,56.7,High Activity,4.0,3.0,20.80122503440273,Normal,Fat Loss,1305.8477,1.81,2363.5843370000002,3,1,1.81,166-180,40-70
61,Female,170.2,63.5,High Activity,6.0,3.0,21.92070985817473,Normal,Fat Loss,1297.9270999999999,1.81,2349.248051,3,1,1.8100000000000003,166-180,40-70
40,Male,185.4,104.3,Low Activity,2.0,0.0,30.343442383534125,Obese,Fat Loss,2148.3237000000004,1.29,2771.3375730000007,1,3,1.29,181-200,101-150
46,Female,157.5,47.6,Moderate Activity,4.0,0.0,19.188712522045854,Normal,Fat Loss,1176.5051999999998,1.55,1823.5830599999997,2,1,1.55,150-165,40-70
49,Female,157.5,47.6,High Activity,5.0,0.0,19.188712522045854,Normal,Fat Loss,1163.5151999999998,1.81,2105.9625119999996,3,1,1.8099999999999998,150-165,40-70
24,Male,182.9,95.3,High Activity,10.0,5.0,28.488231490645965,Overweight,Fat Loss,2106.5852,1.81,3812.9192120000002,3,2,1.81,181-200,71-100
64,Female,162.6,53.5,High Activity,30.0,6.0,20.235442206820597,Normal,Fat Loss,1168.9223000000002,1.81,2115.7493630000004,3,1,1.81,150-165,40-70
64,Male,154.9,83.9,High Activity,10.0,1.0,34.96706052885699,Obese,Fat Loss,1592.4074000000005,1.81,2882.257394000001,3,3,1.81,150-165,71-100
32,Male,180.3,90.7,High Activity,10.0,1.0,27.900747167858825,Overweight,Fat Loss,1987.0656000000001,1.81,3596.588736,3,2,1.81,181-200,71-100
54,Male,180.3,82.6,High Activity,8.0,0.0,25.409059714058863,Overweight,Fat Loss,1753.6559000000002,1.81,3174.1171790000003,3,2,1.81,181-200,71-100
56,Male,167.6,59.0,Moderate Activity,0.0,2.0,21.00409544260969,Normal,Fat Loss,1365.1854,1.55,2116.03737,2,1,1.5499999999999998,166-180,40-70
53,Female,162.6,49.9,High Activity,12.0,0.0,18.873804974212103,Normal,Fat Loss,1183.2631,1.81,2141.7062109999997,3,1,1.8099999999999998,150-165,40-70
24,Female,172.7,63.5,High Activity,4.0,4.0,21.290656352377464,Normal,Fat Loss,1465.8820999999998,1.81,2653.246601,3,1,1.81,166-180,40-70
53,Female,157.5,58.1,High Activity,2.0,3.0,23.42151675485009,Normal,Fat Loss,1243.2887,1.81,2250.352547,3,1,1.8099999999999998,150-165,40-70
42,Male,180.3,88.5,Moderate Activity,1.0,2.0,27.223992550777357,Overweight,Fat Loss,1900.8222000000003,1.55,2946.2744100000004,2,2,1.55,181-200,71-100
49,Female,157.5,90.7,High Activity,9.0,9.0,36.563366087175616,Obese,Fat Loss,1562.0609,1.81,2827.330229,3,3,1.81,150-165,71-100
54,Female,162.6,59.0,High Activity,3.0,3.0,22.315721312194675,Normal,Fat Loss,1263.0808,1.81,2286.1762479999998,3,1,1.8099999999999998,150-165,40-70
39,Female,154.9,77.1,High Activity,7.0,0.0,32.133019866208265,Obese,Fat Loss,1471.5468999999998,1.81,2663.4998889999997,3,3,1.81,150-165,71-100
55,Male,182.9,97.5,Low Activity,1.0,1.0,29.14588216514147,Overweight,Fat Loss,1960.0716,1.29,2528.492364,1,2,1.29,181-200,71-100
24,Male,185.4,113.4,Low Activity,2.0,0.0,32.9908568196814,Obese,Fat Loss,2361.0684,1.29,3045.778236,1,3,1.29,181-200,101-150
54,Female,167.6,56.2,High Activity,5.0,5.0,20.00729091312991,Normal,Fat Loss,1252.6792,1.81,2267.349352,3,1,1.81,166-180,40-70
