age,gender,height_cm,weight_kg,activity_level,Mod_act,Vig_act,bmi,bmi_category,fitness_goal,bmr,activity_multiplier,tdee,workout_template_id,nutrition_template_id,tdee_bmr_ratio,height_bin,weight_bin,split,gender_encoded,combo_stratify,age_group,data_source,goal_encoded,BMI_Goal_interaction,Age_Activity_interaction,BMI_Activity_interaction,Age_Goal_interaction,BMR_per_weight,activity_efficiency,BMI_deviation,weight_height_ratio,metabolic_score,high_metabolism,vigorous_activity,very_active,young_adult,optimal_BMI
36,Male,190.5,93.0,High Activity,5.0,1.0,25.626717920102507,Overweight,Fat Loss,2044.1205,1.81,3699.8581050000007,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,72,51.253435840205015,0,21.979790322580644,1.0000000000000002,3.1267179201025073,0.4881889763779528,0.6105497311827957,1,0,0,0,0
51,Male,185.4,90.7,High Activity,40.0,15.0,26.386866962478862,Overweight,Fat Loss,1903.6775,1.81,3445.6562750000007,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,102,52.773733924957725,0,20.98872657111356,1.0000000000000002,3.8868669624788623,0.4892125134843581,0.4115436582571287,1,0,0,0,0
30,Female,154.9,68.0,High Activity,20.0,0.0,28.340406626487187,Overweight,Fat Loss,1426.3692,1.81,2581.7282520000003,3.0,2.0,1.81,150-165,40-70,train,,,,,0,0.0,60,56.680813252974374,0,20.976017647058825,1.0,5.840406626487187,0.43899289864428664,0.6992005882352942,1,0,0,1,0
57,Male,175.3,86.2,High Activity,12.0,0.0,28.050682572032816,Overweight,Fat Loss,1760.8591000000006,1.81,3187.1549710000013,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,114,56.10136514406563,0,20.427599767981445,1.0,5.550682572032816,0.4917284654877353,0.35837894329792,1,0,0,0,0
51,Female,172.7,81.6,High Activity,7.0,2.0,27.359331627622065,Overweight,Fat Loss,1516.3428,1.81,2744.580468,3.0,2.0,1.8100000000000005,166-180,71-100,train,,,,,0,0.0,102,54.71866325524413,0,18.582632352941175,1.0,4.8593316276220655,0.472495657209033,0.36436534025374856,1,0,0,0,0
54,Male,185.4,93.0,High Activity,12.0,1.0,27.0559936880985,Overweight,Fat Loss,1917.4596,1.81,3470.601876,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,108,54.111987376197,0,20.617845161290322,1.0000000000000002,4.5559936880985,0.5016181229773463,0.38181194743130226,1,0,0,0,0
24,Male,172.7,81.6,High Activity,8.0,0.0,27.359331627622065,Overweight,Fat Loss,1874.0965,1.81,3392.114665,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,48,54.71866325524413,0,22.96686887254902,0.9999999999999999,4.8593316276220655,0.472495657209033,0.9569528696895426,1,0,0,1,0
57,Female,152.4,63.5,High Activity,20.0,2.0,27.34033245844269,Overweight,Fat Loss,1260.1027,1.81,2280.785887,3.0,2.0,1.81,150-165,40-70,train,,,,,0,0.0,114,54.68066491688538,0,19.844137007874014,1.0,4.840332458442688,0.41666666666666663,0.34814275452410554,1,0,0,0,0
54,Male,180.3,83.9,High Activity,24.0,0.0,25.80896016960701,Overweight,Fat Loss,1771.072,1.81,3205.6403200000004,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,108,51.61792033921402,0,21.109320619785457,1.0000000000000002,3.3089601696070083,0.4653355518580144,0.3909133448108418,1,0,0,0,0
21,Female,182.9,95.3,High Activity,3.0,5.0,28.488231490645965,Overweight,Fat Loss,1804.5263,1.81,3266.192603,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,42,56.97646298129193,0,18.935218258132213,1.0,5.9882314906459655,0.5210497539639147,0.9016770599110578,1,0,0,1,0
52,Male,172.7,81.6,High Activity,6.0,1.0,27.359331627622065,Overweight,Fat Loss,1715.1405,1.81,3104.404305,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,104,54.71866325524413,0,21.01887867647059,1.0,4.8593316276220655,0.472495657209033,0.4042092053167421,1,0,0,0,0
40,Male,185.4,97.5,High Activity,40.0,1.0,28.365154673006494,Overweight,Fat Loss,2057.2241000000004,1.81,3723.575621000001,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,80,56.73030934601299,0,21.099734358974363,1.0,5.865154673006494,0.5258899676375405,0.5274933589743591,1,0,0,0,0
30,Male,170.2,72.6,High Activity,20.0,40.0,25.06210292446434,Overweight,Fat Loss,1707.464,1.81,3090.50984,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,60,50.12420584892868,0,23.51878787878788,1.0,2.562102924464341,0.42655699177438305,0.783959595959596,1,0,0,1,0
55,Male,190.5,102.1,High Activity,50.0,0.0,28.1342784907792,Overweight,Fat Loss,2058.1702,1.81,3725.288062,3.0,2.0,1.81,181-200,101-150,train,,,,,0,0.0,110,56.2685569815584,0,20.158376101860924,1.0,5.634278490779199,0.5359580052493438,0.366515929124744,1,0,0,0,0
43,Male,188.0,90.7,High Activity,15.0,3.0,25.662064282480763,Overweight,Fat Loss,1961.5709,1.81,3550.443329,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,86,51.324128564961526,0,21.627022050716647,1.0,3.162064282480763,0.4824468085106383,0.5029540011794569,1,0,0,0,0
29,Male,162.6,72.6,High Activity,3.0,3.0,27.459684190937853,Overweight,Fat Loss,1676.6685999999995,1.81,3034.770166,3.0,2.0,1.81,150-165,71-100,train,,,,,0,0.0,58,54.91936838187571,0,23.09460881542699,1.0000000000000002,4.959684190937853,0.44649446494464945,0.7963658212216205,1,0,0,1,0
38,Female,157.5,63.5,High Activity,20.0,4.0,25.59838750314941,Overweight,Fat Loss,1358.1725,1.81,2458.292225,3.0,2.0,1.81,150-165,40-70,train,,,,,0,0.0,76,51.19677500629882,0,21.388543307086614,1.0000000000000002,3.098387503149411,0.4031746031746032,0.5628564028180687,1,0,0,0,0
24,Male,180.3,88.5,High Activity,5.0,0.0,27.22399255077736,Overweight,Fat Loss,2003.0082,1.81,3625.444842,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,48,54.44798510155472,0,22.632861016949153,1.0,4.723992550777361,0.49084858569051576,0.9430358757062147,1,0,0,1,0
63,Female,160.0,70.3,High Activity,19.0,8.0,27.4609375,Overweight,Fat Loss,1320.5470999999998,1.81,2390.1902509999995,3.0,2.0,1.81,150-165,71-100,train,,,,,0,0.0,126,54.921875,0,18.78445376955903,1.0,4.9609375,0.43937499999999996,0.29816593285014337,1,0,0,0,0
56,Female,167.6,72.6,High Activity,10.0,5.0,25.84571744294006,Overweight,Fat Loss,1395.6699999999998,1.81,2526.1627,3.0,2.0,,,,train,1.0,Fat Loss_High Activity_Overweight,,,0,0.0,112,51.69143488588012,0,19.22410468319559,1.0,3.3457174429400602,0.4331742243436754,0.3432875836284927,1,0,0,0,0
39,Male,182.9,88.5,High Activity,21.0,7.0,26.455493042205333,Overweight,Fat Loss,1930.3306000000005,1.81,3493.8983860000008,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,78,52.910986084410666,0,21.81164519774012,1.0,3.955493042205333,0.48387096774193544,0.5592729537882082,1,0,0,0,0
64,Male,193.0,111.1,High Activity,10.0,2.0,29.82630406185401,Overweight,Fat Loss,2139.6477,1.81,3872.762337,3.0,2.0,1.81,181-200,101-150,train,,,,,0,0.0,128,59.65260812370802,0,19.258755175517553,1.0,7.32630406185401,0.5756476683937823,0.30091804961746177,1,0,0,0,0
37,Female,167.6,72.6,High Activity,5.0,5.0,25.84571744294006,Overweight,Fat Loss,1477.9399999999998,1.81,2675.0714,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,74,51.69143488588012,0,20.357300275482093,1.0,3.3457174429400602,0.4331742243436754,0.5501973047427593,1,0,0,0,0
49,Female,170.2,77.1,High Activity,5.0,0.0,26.61553905614601,Overweight,Fat Loss,1475.6463,1.81,2670.919803,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,98,53.23107811229202,0,19.139381322957203,0.9999999999999998,4.115539056146009,0.45299647473560517,0.39059961883586125,1,0,0,0,0
32,Male,180.3,83.9,High Activity,14.0,2.0,25.80896016960701,Overweight,Fat Loss,1895.966,1.81,3431.6984600000005,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,64,51.61792033921402,0,22.597926102502978,1.0000000000000002,3.3089601696070083,0.4653355518580144,0.7061851907032181,1,0,0,0,0
59,Male,175.3,81.6,High Activity,20.0,10.0,26.5537783976552,Overweight,Fat Loss,1687.8789000000002,1.81,3055.0608090000005,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,118,53.1075567953104,0,20.684790441176474,1.0,4.053778397655201,0.46548773531089555,0.3505896684945165,1,0,0,0,0
64,Male,172.7,88.5,High Activity,10.0,0.0,29.67280452260481,Overweight,Fat Loss,1739.4558000000002,1.81,3148.414998,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,128,59.34560904520962,0,19.654867796610173,1.0,7.17280452260481,0.5124493341053851,0.30710730932203395,1,0,0,0,0
49,Female,157.5,62.1,High Activity,7.0,3.0,25.03401360544218,Overweight,Fat Loss,1297.5966999999998,1.81,2348.650027,3.0,2.0,1.81,150-165,40-70,train,,,,,0,0.0,98,50.06802721088436,0,20.895276972624796,1.0000000000000002,2.53401360544218,0.3942857142857143,0.4264342239311183,1,0,0,0,0
33,Female,167.6,70.3,High Activity,11.0,2.0,25.026913722295955,Overweight,Fat Loss,1473.9918999999998,1.81,2667.9253389999994,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,66,50.05382744459191,0,20.967167852062587,1.0,2.526913722295955,0.4194510739856802,0.6353687227897753,1,0,0,0,0
62,Male,175.3,90.7,High Activity,15.0,1.0,29.51504535131528,Overweight,Fat Loss,1792.7606000000003,1.81,3244.8966860000005,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,124,59.03009070263056,0,19.765828004410146,1.0,7.01504535131528,0.5173987450085568,0.3188036774904862,1,0,0,0,0
51,Male,193.0,104.3,High Activity,5.0,0.0,28.00075169803216,Overweight,Fat Loss,2122.3491000000004,1.81,3841.4518710000007,3.0,2.0,1.81,181-200,101-150,train,,,,,0,0.0,102,56.00150339606432,0,20.348505273250243,1.0,5.500751698032161,0.5404145077720207,0.39899029947549497,1,0,0,0,0
64,Male,154.9,68.0,High Activity,0.0,4.0,28.340406626487187,Overweight,Fat Loss,1379.3951000000002,1.81,2496.7051310000006,3.0,2.0,1.8100000000000005,150-165,40-70,train,,,,,0,0.0,128,56.680813252974374,0,20.285222058823532,1.0,5.840406626487187,0.43899289864428664,0.3169565946691177,1,0,0,0,0
61,Male,172.7,83.9,High Activity,5.0,7.0,28.130489259282985,Overweight,Fat Loss,1694.8606000000002,1.81,3067.6976860000004,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,122,56.26097851856597,0,20.200960667461263,1.0,5.630489259282985,0.4858135495078171,0.3311632896305125,1,0,0,0,0
37,Male,182.9,90.7,High Activity,60.0,10.0,27.11314371670084,Overweight,Fat Loss,1971.1580000000004,1.81,3567.795980000001,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,74,54.22628743340168,0,21.732723263506067,1.0,4.61314371670084,0.49589939857845816,0.5873708990136774,1,0,0,0,0
46,Female,165.1,72.6,High Activity,7.0,7.0,26.634372795372805,Overweight,Fat Loss,1431.2249999999997,1.81,2590.5172499999994,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,92,53.26874559074561,0,19.71384297520661,1.0,4.134372795372805,0.43973349485160507,0.4285618038088393,1,0,0,0,0
65,Male,172.7,88.0,High Activity,20.0,15.0,29.505161559200268,Overweight,Fat Loss,1727.0802999999996,1.81,3126.015343,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,130,59.010323118400535,0,19.625912499999995,1.0000000000000002,7.005161559200268,0.5095541401273885,0.3019371153846153,1,0,0,0,0
50,Female,157.5,63.5,High Activity,12.0,1.0,25.59838750314941,Overweight,Fat Loss,1306.2125,1.81,2364.244625,3.0,2.0,1.81,150-165,40-70,train,,,,,0,0.0,100,51.19677500629882,0,20.570275590551184,0.9999999999999998,3.098387503149411,0.4031746031746032,0.41140551181102364,1,0,0,0,0
58,Male,185.4,90.7,High Activity,11.0,0.0,26.386866962478862,Overweight,Fat Loss,1863.9385,1.81,3373.7286850000005,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,116,52.773733924957725,0,20.550589856670342,1.0000000000000002,3.8868669624788623,0.4892125134843581,0.3543205147701783,1,0,0,0,0
61,Male,170.2,83.9,High Activity,4.0,3.0,28.96295365513166,Overweight,Fat Loss,1682.8631000000005,1.81,3045.9822110000005,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,122,57.92590731026332,0,20.057963051251495,0.9999999999999999,6.46295365513166,0.49294947121034083,0.3288190664139589,1,0,0,0,0
43,Male,175.3,80.7,High Activity,20.0,0.0,26.260905841798703,Overweight,Fat Loss,1766.6536,1.81,3197.6430160000004,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,86,52.521811683597406,0,21.89161833952912,1.0,3.760905841798703,0.46035367940673133,0.5091074032448633,1,0,0,0,0
59,Female,162.6,72.6,High Activity,5.0,3.0,27.459684190937853,Overweight,Fat Loss,1367.1899999999998,1.81,2474.6139,3.0,2.0,1.81,150-165,71-100,train,,,,,0,0.0,118,54.91936838187571,0,18.831818181818182,1.0,4.959684190937853,0.44649446494464945,0.31918335901386746,1,0,0,0,0
57,Male,182.9,93.0,High Activity,5.0,0.0,27.8006876036734,Overweight,Fat Loss,1888.4311,1.81,3418.0602910000007,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,114,55.6013752073468,0,20.30571075268817,1.0000000000000002,5.300687603673399,0.5084745762711864,0.3562405395208451,1,0,0,0,0
48,Female,170.2,79.4,High Activity,40.0,8.0,27.409517523449985,Overweight,Fat Loss,1501.2444000000005,1.81,2717.2523640000004,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,96,54.81903504689997,0,18.90736020151134,0.9999999999999998,4.909517523449985,0.46650998824911877,0.39390333753148626,1,0,0,0,0
65,Male,172.7,77.1,High Activity,21.0,0.0,25.850544956981143,Overweight,Fat Loss,1581.053,1.81,2861.70593,3.0,2.0,1.8100000000000005,166-180,71-100,train,,,,,0,0.0,130,51.701089913962285,0,20.506523994811936,1.0,3.3505449569811425,0.44643891140706427,0.3154849845355682,1,0,0,0,0
33,Male,175.3,77.1,High Activity,5.0,2.0,25.089415618372737,Overweight,Fat Loss,1775.1944000000003,1.81,3213.1018640000007,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,66,50.178831236745474,0,23.024570687418944,1.0,2.589415618372737,0.4398174557900741,0.6977142632551195,1,0,0,0,0
46,Male,175.3,81.6,High Activity,10.0,5.0,26.5537783976552,Overweight,Fat Loss,1761.6799,1.81,3188.640619,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,92,53.1075567953104,0,21.589214460784316,0.9999999999999999,4.053778397655201,0.46548773531089555,0.4693307491474851,1,0,0,0,0
58,Male,165.1,77.1,High Activity,14.0,2.0,28.28526367111905,Overweight,Fat Loss,1584.3196000000005,1.81,2867.618476000001,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,116,56.5705273422381,0,20.54889234760053,1.0,5.785263671119051,0.46698970321017563,0.3542912473724229,1,0,0,0,0
32,Male,188.0,99.8,High Activity,10.0,0.0,28.236758714350387,Overweight,Fat Loss,2145.9306000000006,1.81,3884.134386000001,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,64,56.473517428700774,0,21.50231062124249,1.0,5.736758714350387,0.5308510638297872,0.6719472069138278,1,0,0,0,0
52,Male,188.0,95.3,High Activity,8.0,2.0,26.963558171118155,Overweight,Fat Loss,1972.1041,1.81,3569.5084210000005,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,104,53.92711634223631,0,20.69364218258132,1.0000000000000002,4.463558171118155,0.5069148936170212,0.39795465735733315,1,0,0,0,0
53,Female,170.2,72.6,High Activity,12.0,5.0,25.06210292446434,Overweight,Fat Loss,1416.7148,1.81,2564.253788,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,106,50.12420584892868,0,19.51397796143251,1.0,2.562102924464341,0.42655699177438305,0.3681882634232549,1,0,0,0,0
24,Male,182.9,95.3,High Activity,10.0,5.0,28.488231490645965,Overweight,Fat Loss,2106.5852,1.81,3812.919212,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,48,56.97646298129193,0,22.10477649527807,0.9999999999999999,5.9882314906459655,0.5210497539639147,0.9210323539699197,1,0,0,1,0
58,Male,180.3,83.9,High Activity,20.0,2.0,25.80896016960701,Overweight,Fat Loss,1748.364,1.81,3164.53884,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,116,51.61792033921402,0,20.83866507747318,1.0,3.3089601696070083,0.4653355518580144,0.35928732892195137,1,0,0,0,0
19,Male,180.3,86.2,High Activity,30.0,42.0,26.516476360192183,Overweight,Fat Loss,2000.5801000000004,1.81,3621.049981000001,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,38,53.032952720384365,0,23.208585846867752,1.0000000000000002,4.016476360192183,0.4780920687742651,1.2215045182561977,1,0,0,1,0
56,Female,162.6,72.6,High Activity,24.0,2.0,27.459684190937853,Overweight,Fat Loss,1380.1799999999998,1.81,2498.1258,3.0,2.0,1.81,150-165,71-100,train,,,,,0,0.0,112,54.91936838187571,0,19.010743801652893,1.0,4.959684190937853,0.44649446494464945,0.3394775678866588,1,0,0,0,0
64,Male,172.7,83.9,High Activity,6.0,6.0,28.130489259282985,Overweight,Fat Loss,1677.8296000000005,1.81,3036.8715760000005,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,128,56.26097851856597,0,19.99796901072706,0.9999999999999999,5.630489259282985,0.4858135495078171,0.31246826579261033,1,0,0,0,0
64,Male,188.0,90.7,High Activity,10.0,0.0,25.662064282480763,Overweight,Fat Loss,1842.3539,1.81,3334.6605590000004,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,128,51.324128564961526,0,20.31261190738699,1.0,3.162064282480763,0.4824468085106383,0.31738456105292173,1,0,0,0,0
64,Female,160.0,68.0,High Activity,10.0,1.0,26.5625,Overweight,Fat Loss,1294.949,1.81,2343.8576900000003,3.0,2.0,1.81,150-165,40-70,train,,,,,0,0.0,128,53.125,0,19.043367647058826,1.0,4.0625,0.425,0.29755261948529416,1,0,0,0,0
50,Female,160.0,68.0,High Activity,60.0,0.0,26.5625,Overweight,Fat Loss,1355.569,1.81,2453.57989,3.0,2.0,1.81,150-165,40-70,train,,,,,0,0.0,100,53.125,0,19.934838235294116,1.0,4.0625,0.425,0.39869676470588233,1,0,0,0,0
37,Female,154.9,68.0,High Activity,15.0,1.0,28.340406626487187,Overweight,Fat Loss,1396.0592,1.81,2526.8671520000003,3.0,2.0,1.81,150-165,40-70,train,,,,,0,0.0,74,56.680813252974374,0,20.530282352941175,1.0000000000000002,5.840406626487187,0.43899289864428664,0.5548724960254372,1,0,0,0,0
57,Male,175.3,79.4,High Activity,10.0,0.0,25.83786770556155,Overweight,Fat Loss,1669.7595000000003,1.81,3022.2646950000008,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,114,51.6757354111231,0,21.02971662468514,1.0,3.3378677055615498,0.452937820878494,0.36894239692430075,1,0,0,0,0
56,Male,185.4,99.8,High Activity,5.0,1.0,29.03428139862613,Overweight,Fat Loss,1997.2052,1.81,3614.941412,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,112,58.06856279725226,0,20.012076152304612,1.0,6.534281398626131,0.5382955771305286,0.3573585027197252,1,0,0,0,0
52,Male,182.9,88.0,High Activity,15.0,3.0,26.30602697982,Overweight,Fat Loss,1849.8311,1.81,3348.194291,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,104,52.61205395964,0,21.020807954545457,0.9999999999999999,3.8060269798200004,0.4811372334609076,0.40424630681818186,1,0,0,0,0
19,Female,167.6,72.6,High Activity,6.0,0.0,25.84571744294006,Overweight,Fat Loss,1555.88,1.81,2816.1428,3.0,2.0,1.8100000000000005,166-180,71-100,train,,,,,0,0.0,38,51.69143488588012,0,21.430853994490363,1.0,3.3457174429400602,0.4331742243436754,1.1279396839205453,1,0,0,1,0
39,Male,182.9,83.9,High Activity,6.0,5.0,25.0804052682602,Overweight,Fat Loss,1868.7044000000003,1.81,3382.354964000001,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,78,50.1608105365204,0,22.272996424314663,1.0000000000000002,2.5804052682602006,0.458720612356479,0.5711024724183247,1,0,0,0,0
43,Male,185.4,86.2,High Activity,10.0,0.0,25.07770597757087,Overweight,Fat Loss,1888.807,1.81,3418.7406700000006,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,86,50.15541195514174,0,21.91191415313225,1.0000000000000002,2.5777059775708686,0.46494066882416396,0.5095793989100523,1,0,0,0,0
60,Male,172.7,86.2,High Activity,12.0,1.0,28.901646890943898,Overweight,Fat Loss,1731.3507,1.81,3133.744767,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,120,57.803293781887795,0,20.08527494199536,1.0,6.401646890943898,0.4991314418066011,0.33475458236658934,1,0,0,0,0
32,Male,180.3,81.6,High Activity,6.0,0.0,25.10144397902183,Overweight,Fat Loss,1865.1529,1.81,3375.926749,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,64,50.20288795804366,0,22.857265931372552,1.0,2.6014439790218304,0.45257903494176366,0.7142895603553923,1,0,0,0,0
41,Male,190.5,99.8,High Activity,5.0,4.0,27.50049944544333,Overweight,Fat Loss,2106.8351,1.81,3813.3715310000007,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,82,55.00099889088666,0,21.110572144288575,1.0000000000000002,5.000499445443332,0.5238845144356955,0.5148920035192336,1,0,0,0,0
48,Female,170.2,77.1,High Activity,8.0,0.0,26.61553905614601,Overweight,Fat Loss,1479.9763,1.81,2678.7571030000004,3.0,2.0,1.8100000000000005,166-180,71-100,train,,,,,0,0.0,96,53.23107811229202,0,19.19554215304799,1.0,4.115539056146009,0.45299647473560517,0.3999071281884998,1,0,0,0,0
28,Male,162.6,68.0,High Activity,0.0,3.0,25.719814393715897,Overweight,Fat Loss,1620.7194000000002,1.81,2933.5021140000003,3.0,2.0,1.81,150-165,40-70,train,,,,,0,0.0,56,51.43962878743179,0,23.834108823529416,1.0,3.2198143937158967,0.4182041820418204,0.8512181722689076,1,0,0,1,0
28,Male,188.0,90.3,High Activity,25.0,5.0,25.54889090086012,Overweight,Fat Loss,2041.3671,1.81,3694.8744510000006,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,56,51.09778180172024,0,22.606501661129567,1.0000000000000002,3.048890900860119,0.48031914893617017,0.8073750593260559,1,0,0,1,0
38,Female,162.6,68.0,High Activity,36.0,0.0,25.719814393715897,Overweight,Fat Loss,1415.5838,1.81,2562.2066780000005,3.0,2.0,1.8100000000000005,150-165,40-70,train,,,,,0,0.0,76,51.43962878743179,0,20.817408823529412,1.0,3.2198143937158967,0.4182041820418204,0.5478265479876161,1,0,0,0,0
45,Female,172.7,86.2,High Activity,6.0,0.0,28.901646890943898,Overweight,Fat Loss,1584.8590000000002,1.81,2868.594790000001,3.0,2.0,1.8100000000000005,166-180,71-100,train,,,,,0,0.0,90,57.803293781887795,0,18.385835266821346,1.0000000000000002,6.401646890943898,0.4991314418066011,0.40857411704047436,1,0,0,0,0
52,Male,180.3,88.5,High Activity,8.0,0.0,27.22399255077736,Overweight,Fat Loss,1844.0522000000003,1.81,3337.7344820000008,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,104,54.44798510155472,0,20.836748022598872,1.0,4.723992550777361,0.49084858569051576,0.40070669274228604,1,0,0,0,0
54,Female,175.3,86.2,High Activity,15.0,0.0,28.050682572032816,Overweight,Fat Loss,1553.9438000000002,1.81,2812.6382780000004,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,108,56.10136514406563,0,18.027190255220418,1.0,5.550682572032816,0.4917284654877353,0.3338368565781559,1,0,0,0,0
54,Male,172.7,88.5,High Activity,0.0,7.0,29.67280452260481,Overweight,Fat Loss,1796.2258000000002,1.81,3251.1686980000004,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,108,59.34560904520962,0,20.296336723163844,1.0,7.17280452260481,0.5124493341053851,0.3758580874659971,1,0,0,0,0
54,Male,172.7,86.2,High Activity,60.0,0.0,28.901646890943898,Overweight,Fat Loss,1765.4127,1.81,3195.396987,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,108,57.803293781887795,0,20.480425754060324,1.0,6.401646890943898,0.4991314418066011,0.3792671435937097,1,0,0,0,0
43,Female,180.3,86.2,High Activity,10.0,6.0,26.516476360192183,Overweight,Fat Loss,1617.0638,1.81,2926.885478,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,86,53.032952720384365,0,18.75944083526682,1.0000000000000002,4.016476360192183,0.4780920687742651,0.4362660659364377,1,0,0,0,0
45,Male,154.9,68.0,High Activity,40.0,40.0,28.340406626487187,Overweight,Fat Loss,1487.2581000000002,1.81,2691.9371610000003,3.0,2.0,1.81,150-165,40-70,train,,,,,0,0.0,90,56.680813252974374,0,21.871442647058828,1.0,5.840406626487187,0.43899289864428664,0.4860320588235295,1,0,0,0,0
51,Male,188.0,95.3,High Activity,5.0,40.0,26.963558171118155,Overweight,Fat Loss,1977.7811,1.81,3579.7837910000003,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,102,53.92711634223631,0,20.753211962224555,1.0000000000000002,4.463558171118155,0.5069148936170212,0.406925724749501,1,0,0,0,0
42,Male,162.6,76.2,High Activity,40.0,2.0,28.821321423546344,Overweight,Fat Loss,1651.0968,1.81,2988.485208,3.0,2.0,1.81,150-165,71-100,train,,,,,0,0.0,84,57.64264284709269,0,21.667937007874016,1.0,6.321321423546344,0.4686346863468635,0.5159032620922385,1,0,0,0,0
45,Male,182.9,83.9,High Activity,10.0,3.0,25.0804052682602,Overweight,Fat Loss,1834.6424000000004,1.81,3320.7027440000006,3.0,2.0,,,,train,0.0,Fat Loss_High Activity_Overweight,,,0,0.0,90,50.1608105365204,0,21.867013110846248,1.0,2.5804052682602006,0.458720612356479,0.4859336246854722,1,0,0,0,0
57,Female,170.2,86.2,High Activity,10.0,0.0,29.756932122435625,Overweight,Fat Loss,1525.154,1.81,2760.52874,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,114,59.51386424487125,0,17.69320185614849,1.0,7.256932122435625,0.5064629847238543,0.31040705010786823,1,0,0,0,0
59,Male,180.3,89.8,High Activity,12.0,0.0,27.62389300632549,Overweight,Fat Loss,1821.7293,1.81,3297.3300330000006,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,118,55.24778601265098,0,20.286517817371937,1.0000000000000002,5.123893006325488,0.49805879090404875,0.34383928504020234,1,0,0,0,0
62,Male,175.3,83.9,High Activity,20.0,0.0,27.302230484844006,Overweight,Fat Loss,1701.6610000000005,1.81,3080.0064100000004,3.0,2.0,1.81,166-180,71-100,train,,,,,0,0.0,124,54.60446096968801,0,20.282014302741363,0.9999999999999999,4.8022304848440065,0.47860810039931545,0.3271292629474414,1,0,0,0,0
58,Male,188.0,93.0,High Activity,10.0,2.0,26.312811226799457,Overweight,Fat Loss,1907.2290000000005,1.81,3452.0844900000006,3.0,2.0,1.81,181-200,71-100,train,,,,,0,0.0,116,52.625622453598915,0,20.507838709677426,0.9999999999999999,3.8128112267994574,0.4946808510638298,0.3535834260289211,1,0,0,0,0
