age,gender,height_cm,weight_kg,activity_level,Mod_act,Vig_act,bmi,bmi_category,fitness_goal,bmr,activity_multiplier,tdee,gender_encoded,workout_template_id,nutrition_template_id
61,Female,170.2,63.5,High Activity,40.0,0.0,21.920709858174735,Normal,Fat Loss,1297.9270999999999,1.81,2349.248051,1,3.0,1.0
32,Female,154.9,49.9,Moderate Activity,4.0,2.0,20.796857215613393,Normal,Fat Loss,1250.3385,1.55,1938.0246750000001,1,2.0,1.0
56,Female,162.6,104.3,High Activity,10.0,0.0,39.449656489184825,Obese,Fat Loss,1673.3099,1.81,3028.690919,1,3.0,3.0
46,Female,170.2,61.2,High Activity,28.0,7.0,21.126731390870766,Normal,Fat Loss,1341.6090000000002,1.81,2428.3122900000003,1,3.0,1.0
47,Male,154.9,81.6,High Activity,8.0,0.0,34.00848795178462,Obese,Fat Loss,1658.1033000000002,1.81,3001.1669730000003,0,3.0,3.0
50,Female,170.2,56.7,High Activity,10.0,0.0,19.573295259189095,Normal,Fat Loss,1282.6774999999998,1.81,2321.6462749999996,1,3.0,1.0
18,Male,154.9,70.3,Low Activity,2.0,0.0,29.298979203559547,Overweight,Fat Loss,1671.3502,1.29,2156.0417580000003,0,1.0,2.0
52,Male,182.9,95.3,Low Activity,2.0,0.0,28.488231490645965,Overweight,Fat Loss,1947.6292,1.29,2512.4416680000004,0,1.0,2.0
22,Male,182.9,68.0,Low Activity,0.0,0.0,20.327384484406355,Normal,Fat Loss,1752.2011,1.29,2260.339419,0,1.0,1.0
49,Female,170.2,65.8,High Activity,10.0,4.0,22.7146883254787,Normal,Fat Loss,1371.1551999999997,1.81,2481.7909119999995,1,3.0,1.0
38,Male,154.9,68.0,High Activity,10.0,0.0,28.340406626487187,Overweight,Fat Loss,1526.9971,1.81,2763.864751,0,3.0,2.0
55,Male,167.6,65.8,High Activity,5.0,0.0,23.424906442774876,Normal,Fat Loss,1461.9620000000002,1.81,2646.1512200000006,0,3.0,1.0
51,Female,157.5,63.5,High Activity,50.0,5.0,25.59838750314941,Overweight,Fat Loss,1301.8825,1.81,2356.407325,1,3.0,2.0
23,Male,175.3,79.4,High Activity,10.0,0.0,25.83786770556155,Overweight,Fat Loss,1862.7775000000004,1.81,3371.6272750000007,0,3.0,2.0
61,Female,167.6,86.2,Moderate Activity,3.0,1.0,30.68733944327043,Obese,Fat Loss,1499.7792,1.55,2324.65776,1,2.0,3.0
57,Female,157.5,59.0,High Activity,5.0,0.0,23.784328546233308,Normal,Fat Loss,1234.291,1.81,2234.06671,1,3.0,1.0
46,Male,154.9,83.9,High Activity,20.0,5.0,34.96706052885699,Obese,Fat Loss,1694.5934000000004,1.81,3067.214054000001,0,3.0,3.0
60,Female,167.6,88.5,High Activity,10.0,0.0,31.506143163914537,Obese,Fat Loss,1525.3773,1.81,2760.932913,1,3.0,3.0
62,Male,154.9,95.3,High Activity,5.0,0.0,39.71824634565043,Obese,Fat Loss,1756.4872000000003,1.81,3179.2418320000006,0,3.0,3.0
21,Male,185.4,79.4,High Activity,20.0,10.0,23.099418267043237,Normal,Fat Loss,1922.6014,1.81,3479.908534,0,3.0,1.0
19,Male,188.0,74.8,High Activity,25.0,30.0,21.16342236306021,Normal,Fat Loss,1884.8066000000001,1.81,3411.4999460000004,0,3.0,1.0
48,Female,175.3,79.4,High Activity,10.0,1.0,25.83786770556155,Overweight,Fat Loss,1517.0442,1.81,2745.850002,1,3.0,2.0
54,Male,190.5,88.5,High Activity,20.0,5.0,24.386715440097547,Normal,Fat Loss,1881.6480000000001,1.81,3405.78288,0,3.0,1.0
24,Female,170.2,129.3,High Activity,7.0,3.0,44.635398183653436,Obese,Fat Loss,2066.5897,1.81,3740.527357,1,3.0,3.0
46,Male,180.3,97.5,High Activity,4.0,5.0,29.992534166110644,Overweight,Fat Loss,1998.6872,1.81,3617.623832,0,3.0,2.0
60,Female,152.4,63.5,High Activity,9.0,2.0,27.340332458442692,Overweight,Fat Loss,1247.1127,1.81,2257.273987,1,3.0,2.0
53,Male,172.7,77.1,High Activity,10.0,10.0,25.850544956981143,Overweight,Fat Loss,1649.1770000000001,1.81,2985.0103700000004,0,3.0,2.0
53,Female,165.1,62.6,High Activity,10.0,0.0,22.965726404825592,Normal,Fat Loss,1308.445,1.81,2368.28545,1,3.0,1.0
22,Female,157.5,57.6,High Activity,6.0,6.0,23.21995464852608,Normal,Fat Loss,1372.8952,1.81,2484.940312,1,3.0,1.0
18,Male,154.9,72.6,High Activity,6.0,0.0,30.257551780631907,Obese,Fat Loss,1702.1633,1.81,3080.9155729999998,0,3.0,3.0
52,Female,172.7,81.6,High Activity,14.0,0.0,27.359331627622065,Overweight,Fat Loss,1512.0127999999997,1.81,2736.7431679999995,1,3.0,2.0
48,Male,193.0,86.2,High Activity,20.0,2.0,23.14156084727107,Normal,Fat Loss,1896.8944000000001,1.81,3433.3788640000002,0,3.0,1.0
57,Male,172.7,90.7,High Activity,10.0,2.0,30.41043356158482,Obese,Fat Loss,1808.6682,1.81,3273.6894420000003,0,3.0,3.0
57,Female,170.2,59.0,High Activity,10.0,2.0,20.36727372649306,Normal,Fat Loss,1273.6356,1.81,2305.280436,1,3.0,1.0
27,Male,172.7,72.6,High Activity,20.0,20.0,24.34175828634022,Normal,Fat Loss,1736.4924999999998,1.81,3143.0514249999997,0,3.0,1.0
24,Female,167.6,68.0,High Activity,10.0,4.0,24.20811000165185,Normal,Fat Loss,1491.6938,1.81,2699.9657780000002,1,3.0,1.0
55,Female,175.3,59.0,High Activity,7.0,0.0,19.19942310614775,Normal,Fat Loss,1298.0953999999997,1.81,2349.5526739999996,1,3.0,1.0
57,Female,160.0,63.0,High Activity,5.0,0.0,24.609374999999996,Normal,Fat Loss,1279.024,1.81,2315.0334399999997,1,3.0,1.0
45,Male,167.6,71.2,High Activity,25.0,15.0,25.347315178200173,Overweight,Fat Loss,1591.0758,1.81,2879.8471980000004,0,3.0,2.0
42,Male,162.6,76.2,High Activity,40.0,2.0,28.821321423546344,Overweight,Fat Loss,1651.0968,1.81,2988.485208,0,3.0,2.0
36,Female,160.0,69.4,High Activity,20.0,10.0,27.109374999999996,Overweight,Fat Loss,1429.1347999999998,1.81,2586.733988,1,3.0,2.0
46,Male,154.9,84.4,High Activity,15.0,20.0,35.175445871698805,Obese,Fat Loss,1701.2919000000004,1.81,3079.338339000001,0,3.0,3.0
40,Female,152.4,79.4,High Activity,10.0,10.0,34.18617948347008,Obese,Fat Loss,1480.74,1.81,2680.1394,1,3.0,3.0
53,Male,175.3,70.3,High Activity,5.0,6.0,22.87660075190147,Normal,Fat Loss,1570.5548000000003,1.81,2842.7041880000006,0,3.0,1.0
52,Female,167.6,83.9,High Activity,5.0,7.0,29.868535722626326,Overweight,Fat Loss,1517.4811,1.81,2746.640791,1,3.0,2.0
55,Male,175.3,74.4,High Activity,12.0,0.0,24.21079795080327,Normal,Fat Loss,1614.1285000000005,1.81,2921.572585000001,0,3.0,1.0
36,Female,165.1,81.6,High Activity,10.0,7.0,29.936154546865303,Overweight,Fat Loss,1557.7479999999996,1.81,2819.5238799999993,1,3.0,2.0
32,Female,167.6,54.4,High Activity,20.0,10.0,19.36648800132148,Normal,Fat Loss,1331.2946,1.81,2409.643226,1,3.0,1.0
38,Male,175.3,90.7,High Activity,10.0,4.0,29.515045351315273,Overweight,Fat Loss,1929.0086000000001,1.81,3491.5055660000003,0,3.0,2.0
64,Female,162.6,68.0,High Activity,5.0,5.0,25.719814393715897,Overweight,Fat Loss,1303.0038,1.81,2358.436878,1,3.0,2.0
44,Female,162.6,77.1,Moderate Activity,4.0,0.0,29.161730731698462,Overweight,Fat Loss,1473.7514999999999,1.55,2284.314825,1,2.0,2.0
53,Female,167.6,74.8,High Activity,20.0,0.0,26.628921001817034,Overweight,Fat Loss,1429.0033999999998,1.81,2586.496154,1,3.0,2.0
52,Female,160.0,72.6,High Activity,20.0,0.0,28.359374999999993,Overweight,Fat Loss,1389.4451999999999,1.81,2514.8958119999998,1,3.0,2.0
54,Male,172.7,86.2,High Activity,60.0,0.0,28.901646890943898,Overweight,Fat Loss,1765.4126999999999,1.81,3195.3969869999996,0,3.0,2.0
21,Female,160.0,72.6,High Activity,10.0,0.0,28.359374999999993,Overweight,Fat Loss,1523.6752,1.81,2757.852112,1,3.0,2.0
18,Male,165.1,56.7,High Activity,30.0,0.0,20.80122503440273,Normal,Fat Loss,1538.1008000000002,1.81,2783.962448,0,3.0,1.0
51,Male,175.3,65.8,High Activity,15.0,6.0,21.412237972619018,Normal,Fat Loss,1521.6223,1.81,2754.136363,0,3.0,1.0
47,Female,170.2,61.2,High Activity,15.0,1.0,21.126731390870766,Normal,Fat Loss,1337.2790000000002,1.81,2420.4749900000006,1,3.0,1.0
18,Female,170.2,59.0,High Activity,7.0,0.0,20.36727372649306,Normal,Fat Loss,1442.5056,1.81,2610.935136,1,3.0,1.0
54,Male,170.2,70.3,High Activity,5.0,2.0,24.268124457160372,Normal,Fat Loss,1540.4029,1.81,2788.129249,0,3.0,1.0
53,Female,170.2,56.7,High Activity,10.0,0.0,19.573295259189095,Normal,Fat Loss,1269.6874999999998,1.81,2298.1343749999996,1,3.0,1.0
48,Female,167.6,63.5,High Activity,5.0,0.0,22.60610272213077,Normal,Fat Loss,1346.1623,1.81,2436.553763,1,3.0,1.0
52,Male,175.3,70.3,High Activity,5.0,9.0,22.87660075190147,Normal,Fat Loss,1576.2318000000002,1.81,2852.9795580000005,0,3.0,1.0
65,Male,182.9,70.3,High Activity,20.0,6.0,21.014928371378925,Normal,Fat Loss,1538.9032000000002,1.81,2785.4147920000005,0,3.0,1.0
63,Female,170.2,59.0,High Activity,30.0,6.0,20.36727372649306,Normal,Fat Loss,1247.6556,1.81,2258.256636,1,3.0,1.0
60,Male,182.9,95.3,High Activity,6.0,0.0,28.488231490645965,Overweight,Fat Loss,1902.2132000000001,1.81,3443.0058920000006,0,3.0,2.0
28,Male,190.5,90.7,Moderate Activity,2.0,2.0,24.99293887476664,Normal,Fat Loss,2058.7234,1.55,3191.0212699999997,0,2.0,1.0
30,Female,180.3,56.7,Moderate Activity,3.0,1.0,17.44181217659973,Underweight,Fat Loss,1400.5672999999997,1.55,2170.8793149999997,1,2.0,
44,Male,175.3,63.5,High Activity,15.0,1.0,20.663785885430208,Normal,Fat Loss,1530.5482000000002,1.81,2770.2922420000004,0,3.0,1.0
44,Female,167.6,56.7,High Activity,15.0,2.0,20.185291721965587,Normal,Fat Loss,1300.6027,1.81,2354.090887,1,3.0,1.0
33,Female,165.1,62.6,High Activity,12.0,6.0,22.965726404825592,Normal,Fat Loss,1395.0449999999998,1.81,2525.03145,1,3.0,1.0
33,Male,188.0,74.8,High Activity,6.0,11.0,21.16342236306021,Normal,Fat Loss,1805.3286000000003,1.81,3267.644766000001,0,3.0,1.0
65,Male,172.7,77.1,High Activity,21.0,0.0,25.850544956981143,Overweight,Fat Loss,1581.0529999999999,1.81,2861.70593,0,3.0,2.0
61,Female,160.0,65.8,High Activity,21.0,0.0,25.703124999999993,Overweight,Fat Loss,1287.5955999999996,1.81,2330.5480359999992,1,3.0,2.0
47,Female,170.2,59.0,High Activity,5.0,0.0,20.36727372649306,Normal,Fat Loss,1316.9356,1.81,2383.653436,1,3.0,1.0
48,Male,154.9,70.3,High Activity,17.0,3.0,29.298979203559547,Overweight,Fat Loss,1501.0402,1.81,2716.8827619999997,0,3.0,2.0
50,Male,154.9,95.3,High Activity,12.0,2.0,39.71824634565043,Obese,Fat Loss,1824.6112000000003,1.81,3302.5462720000005,0,3.0,3.0
52,Female,165.1,76.2,High Activity,7.0,0.0,27.955085495969808,Overweight,Fat Loss,1438.5341999999998,1.81,2603.746902,1,3.0,2.0
56,Female,182.9,81.6,High Activity,5.0,3.0,24.392861381287627,Normal,Fat Loss,1526.2923999999998,1.81,2762.589244,1,3.0,1.0
60,Male,154.9,86.2,High Activity,60.0,20.0,35.92563310592935,Obese,Fat Loss,1645.9285000000004,1.81,2979.130585000001,0,3.0,3.0
53,Female,157.5,56.7,High Activity,40.0,5.0,22.85714285714286,Normal,Fat Loss,1230.3428999999999,1.81,2226.9206489999997,1,3.0,1.0
20,Male,185.4,79.4,High Activity,40.0,5.0,23.099418267043237,Normal,Fat Loss,1928.2784000000001,1.81,3490.1839040000004,0,3.0,1.0
20,Female,165.1,56.7,High Activity,40.0,5.0,20.80122503440273,Normal,Fat Loss,1396.7777,1.81,2528.1676370000005,1,3.0,1.0
38,Female,170.2,63.5,High Activity,20.0,0.0,21.920709858174735,Normal,Fat Loss,1397.5171,1.81,2529.505951,1,3.0,1.0
39,Male,188.0,131.5,High Activity,20.0,0.0,37.20574920778633,Obese,Fat Loss,2530.8765000000003,1.81,4580.8864650000005,0,3.0,3.0
35,Male,170.2,72.6,Low Activity,2.0,0.0,25.06210292446434,Overweight,Fat Loss,1679.079,1.29,2166.01191,0,1.0,2.0
34,Female,160.0,54.4,Low Activity,0.0,0.0,21.249999999999996,Normal,Fat Loss,1299.0898,1.29,1675.825842,1,1.0,1.0
34,Female,162.6,63.5,High Activity,5.0,4.0,24.017767852955284,Normal,Fat Loss,1391.2922999999998,1.81,2518.239063,1,3.0,1.0
37,Female,167.6,61.2,High Activity,3.0,3.0,21.787299001486666,Normal,Fat Loss,1372.5242,1.81,2484.268802,1,3.0,1.0
35,Male,172.7,86.2,High Activity,6.0,1.0,28.901646890943898,Overweight,Fat Loss,1873.2757,1.81,3390.6290169999997,0,3.0,2.0
34,Female,157.5,54.4,High Activity,6.0,5.0,21.929957168052407,Normal,Fat Loss,1291.3447999999999,1.81,2337.3340879999996,1,3.0,1.0
52,Male,154.9,90.7,High Activity,15.0,2.0,37.80110119150571,Obese,Fat Loss,1751.631,1.81,3170.45211,0,3.0,3.0
51,Female,170.2,63.5,High Activity,15.0,0.0,21.920709858174735,Normal,Fat Loss,1341.2271,1.81,2427.621051,1,3.0,1.0
21,Male,154.9,77.1,High Activity,8.0,10.0,32.133019866208265,Obese,Fat Loss,1745.4188,1.81,3159.208028,0,3.0,3.0
18,Male,180.3,72.6,High Activity,8.0,6.0,22.33290236368854,Normal,Fat Loss,1824.0579,1.81,3301.5447990000002,0,3.0,1.0
41,Female,167.6,113.4,High Activity,3.0,6.0,40.370583443931174,Obese,Fat Loss,1837.8976,1.81,3326.594656,1,3.0,3.0
36,Male,170.2,83.9,High Activity,7.0,0.0,28.96295365513166,Overweight,Fat Loss,1824.7881000000002,1.81,3302.8664610000005,0,3.0,2.0
63,Female,167.6,71.7,High Activity,5.0,3.0,25.525315987035846,Overweight,Fat Loss,1357.0377,1.81,2456.238237,1,3.0,2.0
59,Male,195.6,95.3,High Activity,10.0,5.0,24.908937316254114,Normal,Fat Loss,1968.8374999999999,1.81,3563.595875,0,3.0,1.0
55,Female,165.1,77.1,High Activity,10.0,4.0,28.285263671119054,Overweight,Fat Loss,1433.8664999999996,1.81,2595.298364999999,1,3.0,2.0
47,Male,182.9,140.6,Low Activity,1.0,0.0,42.02985674275785,Obese,Fat Loss,2582.8983000000003,1.29,3331.9388070000005,0,1.0,3.0
47,Female,165.1,90.7,High Activity,10.0,3.0,33.27462276226328,Obese,Fat Loss,1594.2657000000002,1.81,2885.620917,1,3.0,3.0
18,Female,167.6,70.3,High Activity,5.0,5.0,25.026913722295955,Overweight,Fat Loss,1538.9418999999998,1.81,2785.4848389999997,1,3.0,2.0
38,Male,154.9,74.8,High Activity,5.0,3.0,31.174447289135905,Obese,Fat Loss,1618.0967,1.81,2928.755027,0,3.0,3.0
61,Female,167.6,56.7,High Activity,20.0,0.0,20.185291721965587,Normal,Fat Loss,1226.9926999999998,1.81,2220.8567869999997,1,3.0,1.0
36,Female,162.6,57.6,High Activity,7.0,0.0,21.78619572173582,Normal,Fat Loss,1328.0749999999998,1.81,2403.8157499999998,1,3.0,1.0
38,Male,188.0,77.1,High Activity,4.0,3.0,21.814169307378904,Normal,Fat Loss,1807.7567,1.81,3272.039627,0,3.0,1.0
48,Male,182.9,90.7,High Activity,8.0,1.0,27.113143716700833,Overweight,Fat Loss,1908.7110000000002,1.81,3454.7669100000007,0,3.0,2.0
50,Female,157.5,63.5,High Activity,12.0,1.0,25.59838750314941,Overweight,Fat Loss,1306.2124999999999,1.81,2364.244625,1,3.0,2.0
21,Female,165.1,63.5,High Activity,7.0,7.0,23.295904579974838,Normal,Fat Loss,1455.3272999999997,1.81,2634.1424129999996,1,3.0,1.0
64,Female,162.6,62.1,High Activity,4.0,3.0,23.488242262496428,Normal,Fat Loss,1248.4465,1.81,2259.688165,1,3.0,1.0
39,Male,180.3,104.3,Moderate Activity,3.0,0.0,32.084321164362464,Obese,Fat Loss,2129.5258000000003,1.55,3300.7649900000006,0,2.0,3.0
24,Female,167.6,79.4,High Activity,10.0,2.0,28.266528443105248,Overweight,Fat Loss,1597.1096,1.81,2890.768376,1,3.0,2.0
47,Male,188.0,89.8,High Activity,2.0,3.0,25.407424173834315,Overweight,Fat Loss,1926.8056000000001,1.81,3487.518136,0,3.0,2.0
42,Female,157.5,59.0,High Activity,0.0,5.0,23.784328546233308,Normal,Fat Loss,1299.241,1.81,2351.62621,1,3.0,1.0
59,Female,167.6,99.8,Low Activity,1.0,0.0,35.5289614436008,Obese,Fat Loss,1634.1984,1.29,2108.115936,1,1.0,3.0
34,Male,154.9,88.5,High Activity,18.0,1.0,36.88420568300171,Obese,Fat Loss,1824.3436000000002,1.81,3302.0619160000006,0,3.0,3.0
34,Female,172.7,63.5,High Activity,18.0,3.0,21.290656352377464,Normal,Fat Loss,1422.5820999999999,1.81,2574.873601,1,3.0,1.0
56,Female,157.5,59.0,High Activity,7.0,0.0,23.784328546233308,Normal,Fat Loss,1238.6209999999999,1.81,2241.9040099999997,1,3.0,1.0
41,Female,165.1,54.4,Moderate Activity,2.0,2.0,19.95743636457687,Normal,Fat Loss,1284.5795999999998,1.55,1991.0983799999997,1,2.0,1.0
57,Male,172.7,104.3,Low Activity,1.0,1.0,34.970322166188495,Obese,Fat Loss,1990.8674,1.29,2568.218946,0,1.0,3.0
60,Female,152.4,79.4,High Activity,30.0,10.0,34.18617948347008,Obese,Fat Loss,1394.14,1.81,2523.3934000000004,1,3.0,3.0
45,Male,182.9,83.9,High Activity,15.0,0.0,25.080405268260197,Overweight,Fat Loss,1834.6424000000004,1.81,3320.7027440000006,0,3.0,2.0
19,Male,188.0,77.1,High Activity,15.0,10.0,21.814169307378904,Normal,Fat Loss,1915.6197,1.81,3467.2716570000002,0,3.0,1.0
46,Male,180.3,81.6,High Activity,5.0,0.0,25.10144397902183,Overweight,Fat Loss,1785.6749,1.81,3232.071569,0,3.0,2.0
40,Female,167.6,68.0,High Activity,5.0,0.0,24.20811000165185,Normal,Fat Loss,1422.4138,1.81,2574.5689780000002,1,3.0,1.0
52,Male,167.6,83.9,High Activity,35.0,5.0,29.868535722626326,Overweight,Fat Loss,1721.4787000000003,1.81,3115.8764470000006,0,3.0,2.0
45,Female,165.1,65.8,High Activity,5.0,0.0,24.139693249800697,Normal,Fat Loss,1372.6754,1.81,2484.5424740000003,1,3.0,1.0
25,Female,165.1,61.2,High Activity,25.0,8.0,22.45211591014898,Normal,Fat Loss,1416.7392,1.81,2564.297952,1,3.0,1.0
28,Male,188.0,90.3,High Activity,25.0,5.0,25.54889090086012,Overweight,Fat Loss,2041.3671000000002,1.81,3694.8744510000006,0,3.0,2.0
26,Male,188.0,72.6,High Activity,20.0,10.0,20.540968764146672,Normal,Fat Loss,1815.5942,1.81,3286.2255020000002,0,3.0,1.0
28,Male,175.3,90.7,High Activity,40.0,14.0,29.515045351315273,Overweight,Fat Loss,1985.7786000000003,1.81,3594.2592660000005,0,3.0,2.0
28,Female,165.1,61.2,High Activity,40.0,4.0,22.45211591014898,Normal,Fat Loss,1403.7492,1.81,2540.786052,1,3.0,1.0
45,Female,162.6,81.6,High Activity,5.0,0.0,30.863777272459075,Obese,Fat Loss,1511.033,1.81,2734.96973,1,3.0,3.0
45,Male,172.7,83.5,High Activity,5.0,0.0,27.996374888559345,Overweight,Fat Loss,1780.3338,1.81,3222.4041780000002,0,3.0,2.0
47,Female,167.6,86.2,High Activity,15.0,0.0,30.68733944327043,Obese,Fat Loss,1560.3992,1.81,2824.322552,1,3.0,3.0
23,Female,160.0,63.5,High Activity,10.0,10.0,24.804687499999996,Normal,Fat Loss,1430.8675,1.81,2589.870175,1,3.0,1.0
50,Male,180.3,86.2,High Activity,20.0,20.0,26.516476360192183,Overweight,Fat Loss,1824.5931000000005,1.81,3302.513511000001,0,3.0,2.0
25,Male,190.5,99.8,High Activity,10.0,30.0,27.500499445443335,Overweight,Fat Loss,2197.6671,1.81,3977.7774510000004,0,3.0,2.0
18,Male,175.3,72.6,High Activity,10.0,15.0,23.62505283909028,Normal,Fat Loss,1800.0629000000001,1.81,3258.1138490000003,0,3.0,1.0
61,Female,157.5,90.7,High Activity,5.0,0.0,36.563366087175616,Obese,Fat Loss,1510.1009,1.81,2733.282629,1,3.0,3.0
49,Male,172.7,81.6,High Activity,20.0,0.0,27.359331627622065,Overweight,Fat Loss,1732.1715,1.81,3135.230415,0,3.0,2.0
45,Female,165.1,77.1,High Activity,8.0,0.0,28.285263671119054,Overweight,Fat Loss,1477.1664999999998,1.81,2673.6713649999997,1,3.0,2.0
47,Male,154.9,108.9,High Activity,25.0,10.0,45.386327670947864,Obese,Fat Loss,2023.8414000000002,1.81,3663.1529340000006,0,3.0,3.0
52,Male,154.9,105.2,High Activity,14.0,0.0,43.84427613391841,Obese,Fat Loss,1945.8875000000005,1.81,3522.056375000001,0,3.0,3.0
48,Female,162.6,44.5,High Activity,14.0,0.0,16.831349125299372,Underweight,Fat Loss,1154.9793,1.81,2090.512533,1,3.0,
22,Male,175.3,89.8,High Activity,12.0,0.0,29.22217279545878,Overweight,Fat Loss,2007.7833000000003,1.81,3634.0877730000007,0,3.0,2.0
60,Male,154.9,81.2,High Activity,25.0,2.0,33.84177967751117,Obese,Fat Loss,1578.9435000000003,1.81,2857.8877350000007,0,3.0,3.0
40,Male,182.9,86.2,High Activity,10.0,0.0,25.767949155232767,Overweight,Fat Loss,1893.8405000000002,1.81,3427.8513050000006,0,3.0,2.0
37,Female,162.6,81.6,High Activity,20.0,0.0,30.863777272459075,Obese,Fat Loss,1545.6729999999998,1.81,2797.6681299999996,1,3.0,3.0
54,Male,154.9,108.9,High Activity,5.0,2.0,45.386327670947864,Obese,Fat Loss,1984.1024000000002,1.81,3591.2253440000004,0,3.0,3.0
50,Male,188.0,91.2,Low Activity,2.0,0.0,25.803531009506568,Overweight,Fat Loss,1928.5304000000006,1.29,2487.804216000001,0,1.0,2.0
50,Female,162.6,63.5,High Activity,3.0,3.0,24.017767852955284,Normal,Fat Loss,1322.0122999999999,1.81,2392.842263,1,3.0,1.0
19,Male,154.9,74.8,High Activity,2.0,3.0,31.174447289135905,Obese,Fat Loss,1725.9597,1.81,3123.9870570000003,0,3.0,3.0
50,Male,170.2,83.5,High Activity,10.0,0.0,28.82487044342662,Overweight,Fat Loss,1739.9513000000002,1.81,3149.3118530000006,0,3.0,2.0
48,Female,165.1,63.5,High Activity,12.0,0.0,23.295904579974838,Normal,Fat Loss,1338.4172999999998,1.81,2422.535313,1,3.0,1.0
51,Male,180.3,95.3,High Activity,5.0,4.0,29.315779549029173,Overweight,Fat Loss,1940.8288000000002,1.81,3512.9001280000007,0,3.0,2.0
44,Male,170.2,81.6,Moderate Activity,4.0,0.0,28.168975187827687,Overweight,Fat Loss,1748.559,1.55,2710.26645,0,2.0,2.0
52,Female,157.5,83.9,Moderate Activity,3.0,0.0,33.82212144116907,Obese,Fat Loss,1486.1913,1.55,2303.596515,1,2.0,3.0
64,Female,152.4,63.5,High Activity,5.0,1.0,27.340332458442692,Overweight,Fat Loss,1229.7927,1.81,2225.924787,1,3.0,2.0
28,Female,172.7,59.0,High Activity,5.0,1.0,19.78186968173654,Normal,Fat Loss,1406.9506,1.81,2546.580586,1,3.0,1.0
61,Male,154.9,104.3,High Activity,30.0,1.0,43.469182516803144,Obese,Fat Loss,1882.7372,1.81,3407.754332,0,3.0,3.0
44,Male,154.9,74.8,High Activity,40.0,5.0,31.174447289135905,Obese,Fat Loss,1584.0347000000002,1.81,2867.102807,0,3.0,3.0
65,Female,167.6,74.8,Low Activity,2.0,1.0,26.628921001817034,Overweight,Fat Loss,1377.0433999999998,1.29,1776.3859859999998,1,1.0,2.0
50,Female,162.6,65.8,Low Activity,2.0,1.0,24.887702751566263,Normal,Fat Loss,1343.2803999999999,1.29,1732.831716,1,1.0,1.0
39,Female,170.2,82.1,High Activity,20.0,5.0,28.341579202458984,Overweight,Fat Loss,1565.1813000000002,1.81,2832.9781530000005,1,3.0,2.0
64,Male,180.3,99.8,Moderate Activity,3.0,0.0,30.70005035669582,Obese,Fat Loss,1927.3143000000005,1.55,2987.337165000001,0,2.0,3.0
63,Female,154.9,68.0,Moderate Activity,3.0,0.0,28.340406626487187,Overweight,Fat Loss,1283.4792000000002,1.55,1989.3927600000004,1,2.0,2.0
60,Male,154.9,117.9,High Activity,9.0,0.0,49.13726384210058,Obese,Fat Loss,2070.6134,1.81,3747.8102540000004,0,3.0,3.0
28,Female,172.7,127.0,High Activity,7.0,0.0,42.58131270475493,Obese,Fat Loss,2035.7466000000002,1.81,3684.7013460000003,1,3.0,3.0
36,Male,188.0,102.1,High Activity,5.0,5.0,28.88750565866908,Overweight,Fat Loss,2154.0357000000004,1.81,3898.8046170000007,0,3.0,2.0
31,Female,170.2,63.5,High Activity,10.0,9.0,21.920709858174735,Normal,Fat Loss,1427.8271,1.81,2584.367051,1,3.0,1.0
65,Male,154.9,70.3,High Activity,4.0,4.0,29.298979203559547,Overweight,Fat Loss,1404.5312,1.81,2542.2014719999997,0,3.0,2.0
65,Female,162.6,59.0,High Activity,8.0,0.0,22.315721312194675,Normal,Fat Loss,1215.4507999999998,1.81,2199.9659479999996,1,3.0,1.0
60,Female,172.7,75.7,High Activity,36.0,0.0,25.381144659448413,Overweight,Fat Loss,1422.8155000000002,1.81,2575.2960550000003,1,3.0,2.0
26,Female,172.7,90.7,High Activity,80.0,20.0,30.41043356158482,Obese,Fat Loss,1708.7405,1.81,3092.820305,1,3.0,3.0
28,Male,154.9,74.8,High Activity,100.0,0.0,31.174447289135905,Obese,Fat Loss,1674.8667000000003,1.81,3031.5087270000004,0,3.0,3.0
52,Male,180.3,90.7,Low Activity,2.0,0.0,27.900747167858825,Overweight,Fat Loss,1873.5256000000002,1.29,2416.8480240000004,0,1.0,2.0
53,Female,162.6,77.1,Low Activity,1.0,0.0,29.161730731698462,Overweight,Fat Loss,1434.7814999999998,1.29,1850.8681349999997,1,1.0,2.0
63,Male,172.7,76.2,Moderate Activity,3.0,2.0,25.54878762285296,Overweight,Fat Loss,1580.3497000000002,1.55,2449.5420350000004,0,2.0,2.0
57,Male,180.3,117.9,High Activity,30.0,0.0,36.267895160866104,Obese,Fat Loss,2209.539,1.81,3999.2655900000004,0,3.0,3.0
45,Female,162.6,65.8,High Activity,20.0,0.0,24.887702751566263,Normal,Fat Loss,1364.9304,1.81,2470.524024,1,3.0,1.0
21,Female,162.6,66.2,High Activity,20.0,0.0,25.038995777411653,Overweight,Fat Loss,1472.5492,1.81,2665.314052,1,3.0,2.0
19,Female,162.6,54.4,High Activity,40.0,0.0,20.575851514972715,Normal,Fat Loss,1372.0946,1.81,2483.491226,1,3.0,1.0
28,Female,190.5,87.5,High Activity,2.0,3.0,24.11115933342978,Normal,Fat Loss,1725.6345,1.81,3123.398445,1,3.0,1.0
29,Male,162.6,72.6,High Activity,3.0,3.0,27.459684190937853,Overweight,Fat Loss,1676.6685999999997,1.81,3034.770166,0,3.0,2.0
