age,gender,height_cm,weight_kg,bmi,bmi_category,bmr,tdee,activity_level,activity_multiplier,Mod_act,Vig_act,has_activity_data,fitness_goal,workout_template_id,nutrition_template_id,data_source,split
59,Male,154.9,54.4,22.67,Normal,1226.2,2219.4,High Activity,1.81,6.0,4.0,True,Maintenance,9,7,real,train
42,Male,185.4,88.5,25.73,Overweight,1924.7,2983.3,Moderate Activity,1.55,4.0,1.0,True,Fat Loss,2,2,real,train
40,Female,167.6,72.6,25.82,Overweight,1464.8,2270.5,Moderate Activity,1.55,3.0,0.0,True,Fat Loss,2,2,real,train
44,Female,167.6,56.7,20.18,Normal,1300.7,2354.3,High Activity,1.81,15.0,2.0,True,Muscle Gain,6,5,real,train
38,Female,162.6,54.4,20.6,Normal,1290.0,2334.9,High Activity,1.81,11.0,3.0,True,Maintenance,9,7,real,train
57,Male,182.9,106.1,31.74,Obese,2064.4,2663.0,Low Activity,1.29,1.0,0.0,True,Fat Loss,1,3,real,train
35,Female,167.6,63.5,22.6,Normal,1402.6,2538.7,High Activity,1.81,5.0,0.0,True,Maintenance,9,7,real,train
50,Male,188.0,86.2,24.39,Normal,1861.1,2884.7,Moderate Activity,1.55,3.0,2.0,True,Maintenance,8,7,real,train
30,Male,185.4,99.8,29.03,Overweight,2144.8,3882.0,High Activity,1.81,8.0,2.0,True,Fat Loss,3,2,real,train
24,Female,165.1,54.4,19.97,Normal,1358.5,2458.8,High Activity,1.81,10.0,5.0,True,Fat Loss,3,1,real,train
46,Female,165.1,72.6,26.63,Overweight,1431.0,2590.1,High Activity,1.81,7.0,7.0,True,Fat Loss,3,2,real,train
39,Male,185.4,95.3,27.71,Overweight,2032.9,3679.6,High Activity,1.81,7.0,3.0,True,Fat Loss,3,2,real,train
44,Male,180.3,99.8,30.68,Obese,2040.9,3163.4,Moderate Activity,1.55,3.0,0.0,True,Fat Loss,2,3,real,train
44,Female,170.2,72.6,25.06,Overweight,1455.4,2634.3,High Activity,1.81,10.0,0.0,True,Fat Loss,3,2,real,train
28,Female,165.1,54.4,19.97,Normal,1341.2,2427.5,High Activity,1.81,10.0,5.0,True,Maintenance,9,7,real,train
32,Male,180.3,81.6,25.1,Overweight,1866.0,3377.4,High Activity,1.81,6.0,0.0,True,Fat Loss,3,2,real,train
52,Male,190.5,115.7,31.87,Obese,2256.9,3498.3,Moderate Activity,1.55,4.0,0.0,True,Fat Loss,2,3,real,train
55,Male,185.4,111.1,32.32,Obese,2154.8,3900.1,High Activity,1.81,20.0,6.0,True,Fat Loss,3,3,real,train
61,Female,162.6,65.8,24.89,Normal,1295.3,2344.4,High Activity,1.81,50.0,20.0,True,Fat Loss,3,1,real,train
57,Female,154.9,68.0,28.34,Overweight,1309.9,2371.0,High Activity,1.81,6.0,0.0,True,Maintenance,9,8,real,train
19,Female,180.3,72.6,22.32,Normal,1595.1,2057.7,Low Activity,1.29,2.0,0.0,True,Muscle Gain,4,5,real,train
47,Female,160.0,68.0,26.57,Overweight,1369.0,2477.9,High Activity,1.81,10.0,0.0,True,Fat Loss,3,2,real,train
40,Male,190.5,90.7,25.0,Normal,1990.8,3603.4,High Activity,1.81,14.0,7.0,True,Maintenance,9,7,real,train
47,Female,162.6,56.7,21.46,Normal,1272.0,2302.3,High Activity,1.81,30.0,10.0,True,Maintenance,9,7,real,train
59,Male,188.0,129.7,36.72,Obese,2393.4,3709.8,Moderate Activity,1.55,3.0,0.0,True,Fat Loss,2,3,real,train
56,Male,182.9,88.5,26.45,Overweight,1833.1,3317.8,High Activity,1.81,30.0,10.0,True,Fat Loss,3,2,real,train
22,Male,170.2,70.3,24.28,Normal,1722.1,3116.9,High Activity,1.81,20.0,20.0,True,Maintenance,9,7,real,train
58,Male,154.9,86.2,35.9,Obese,1657.2,2999.6,High Activity,1.81,10.0,5.0,True,Fat Loss,3,3,real,train
61,Male,185.4,104.3,30.34,Obese,2029.6,3673.5,High Activity,1.81,20.0,20.0,True,Fat Loss,3,3,real,train
56,Male,170.2,76.2,26.31,Overweight,1608.0,2074.4,Low Activity,1.29,0.0,0.0,False,Fat Loss,1,2,real,train
63,Female,167.6,72.6,25.82,Overweight,1365.3,2471.1,High Activity,1.81,40.0,0.0,True,Fat Loss,3,2,real,train
34,Male,190.5,90.7,25.0,Normal,2024.9,3665.1,High Activity,1.81,5.0,2.0,True,Maintenance,9,7,real,train
40,Female,170.2,79.4,27.41,Overweight,1535.6,2779.5,High Activity,1.81,5.0,0.0,True,Fat Loss,3,2,real,train
61,Male,190.5,96.2,26.5,Overweight,1944.6,3519.6,High Activity,1.81,12.0,6.0,True,Maintenance,9,8,real,train
50,Male,154.9,83.9,34.96,Obese,1672.3,3026.8,High Activity,1.81,15.0,7.0,True,Fat Loss,3,3,real,train
58,Male,185.4,97.5,28.37,Overweight,1955.4,3539.3,High Activity,1.81,50.0,10.0,True,Fat Loss,3,2,real,train
52,Female,172.7,81.6,27.37,Overweight,1512.5,2737.6,High Activity,1.81,7.0,3.0,True,Fat Loss,3,2,real,train
65,Female,152.4,55.3,23.83,Normal,1150.0,2081.5,High Activity,1.81,21.0,0.0,True,Maintenance,9,7,real,train
51,Female,172.7,79.4,26.61,Overweight,1495.9,2707.5,High Activity,1.81,10.0,0.0,True,Fat Loss,3,2,real,train
56,Male,188.0,127.0,35.95,Obese,2374.0,3062.4,Low Activity,1.29,2.0,0.0,True,Fat Loss,1,3,real,train
54,Female,165.1,63.5,23.3,Normal,1312.5,2375.6,High Activity,1.81,6.0,0.0,True,Maintenance,9,7,real,train
56,Male,172.7,102.1,34.21,Obese,1966.6,2536.9,Low Activity,1.29,1.0,0.0,True,Fat Loss,1,3,real,train
56,Female,157.5,65.8,26.52,Overweight,1301.2,2355.1,High Activity,1.81,5.0,1.0,True,Fat Loss,3,2,real,train
65,Female,170.2,68.0,23.49,Normal,1322.5,2393.8,High Activity,1.81,9.0,0.0,True,Maintenance,9,7,real,train
57,Female,182.9,74.8,22.38,Normal,1459.4,2641.5,High Activity,1.81,20.0,10.0,True,Maintenance,9,7,real,train
18,Female,167.6,56.7,20.18,Normal,1413.3,2558.1,High Activity,1.81,2.0,5.0,True,Maintenance,9,7,real,train
48,Female,157.5,78.5,31.64,Obese,1453.3,2630.4,High Activity,1.81,35.0,0.0,True,Fat Loss,3,3,real,train
58,Female,172.7,119.7,40.14,Obese,1838.9,3328.3,High Activity,1.81,12.0,1.0,True,Fat Loss,3,3,real,train
53,Male,175.3,117.9,38.39,Obese,2208.5,2849.0,Low Activity,1.29,0.0,0.0,True,Fat Loss,1,3,real,train
61,Female,165.1,63.5,23.3,Normal,1282.2,2320.7,High Activity,1.81,8.0,0.0,True,Maintenance,9,7,real,train
36,Female,152.4,45.4,19.53,Normal,1183.3,2141.7,High Activity,1.81,10.0,5.0,True,Fat Loss,3,1,real,train
39,Male,170.2,70.3,24.28,Normal,1625.6,2942.2,High Activity,1.81,8.0,3.0,True,Fat Loss,3,1,real,train
55,Female,172.7,59.0,19.77,Normal,1289.8,2334.5,High Activity,1.81,35.0,0.0,True,Maintenance,9,7,real,train
42,Male,172.7,83.9,28.13,Overweight,1803.0,3263.5,High Activity,1.81,60.0,4.0,True,Fat Loss,3,2,real,train
62,Male,188.0,108.9,30.81,Obese,2096.8,3795.3,High Activity,1.81,15.0,30.0,True,Fat Loss,3,3,real,train
58,Female,162.6,68.0,25.75,Overweight,1329.2,2405.9,High Activity,1.81,8.0,2.0,True,Fat Loss,3,2,real,train
56,Male,154.9,90.7,37.79,Obese,1729.4,3130.1,High Activity,1.81,14.0,2.0,True,Fat Loss,3,3,real,train
46,Male,182.9,86.2,25.77,Overweight,1859.4,3365.6,High Activity,1.81,40.0,5.0,True,Fat Loss,3,2,real,train
51,Female,160.0,62.1,24.27,Normal,1297.1,2347.8,High Activity,1.81,55.0,0.0,True,Maintenance,9,7,real,train
56,Male,185.4,99.8,29.03,Overweight,1997.2,3614.9,High Activity,1.81,30.0,10.0,True,Fat Loss,3,2,real,train
31,Female,172.7,65.8,22.05,Normal,1456.6,2636.5,High Activity,1.81,7.0,0.0,True,Muscle Gain,6,5,real,train
37,Female,172.7,68.0,22.81,Normal,1451.6,2627.4,High Activity,1.81,10.0,1.0,True,Maintenance,9,7,real,train
38,Female,172.7,95.3,31.93,Obese,1699.0,3075.1,High Activity,1.81,10.0,1.0,True,Fat Loss,3,3,real,train
50,Female,167.6,90.7,32.28,Obese,1589.3,2876.7,High Activity,1.81,6.0,0.0,True,Fat Loss,3,3,real,train
35,Male,154.9,79.4,33.07,Obese,1696.7,3071.0,High Activity,1.81,10.0,2.0,True,Fat Loss,3,3,real,train
45,Female,162.6,58.1,21.97,Normal,1293.2,2340.8,High Activity,1.81,5.0,3.0,True,Maintenance,9,7,real,train
54,Male,190.5,99.8,27.5,Overweight,2032.9,3679.6,High Activity,1.81,15.0,10.0,True,Fat Loss,3,2,real,train
25,Male,190.5,99.8,27.5,Overweight,2197.5,3406.2,Moderate Activity,1.55,2.0,2.0,True,Fat Loss,2,2,real,train
47,Female,162.6,56.7,21.46,Normal,1272.0,2302.3,High Activity,1.81,10.0,1.0,True,Maintenance,9,7,real,train
45,Male,154.9,92.1,38.36,Obese,1810.0,3276.2,High Activity,1.81,12.0,0.0,True,Fat Loss,3,3,real,train
59,Male,175.3,108.9,35.44,Obese,2052.9,3715.8,High Activity,1.81,7.0,4.0,True,Fat Loss,3,3,real,train
61,Male,180.3,86.2,26.5,Overweight,1762.1,3189.4,High Activity,1.81,6.0,0.0,True,Fat Loss,3,2,real,train
47,Male,188.0,89.8,25.42,Overweight,1926.8,3487.4,High Activity,1.81,2.0,3.0,True,Maintenance,9,8,real,train
57,Female,170.2,87.1,30.07,Obese,1533.3,2775.3,High Activity,1.81,2.0,3.0,True,Fat Loss,3,3,real,train
64,Male,185.4,90.7,26.39,Overweight,1830.2,3312.7,High Activity,1.81,20.0,10.0,True,Fat Loss,3,2,real,train
55,Male,154.9,72.6,30.23,Obese,1492.0,2700.5,High Activity,1.81,40.0,16.0,True,Fat Loss,3,3,real,train
51,Female,170.2,72.6,25.06,Overweight,1425.1,2579.4,High Activity,1.81,10.0,1.0,True,Fat Loss,3,2,real,train
58,Female,162.6,122.5,46.34,Obese,1832.5,2364.0,Low Activity,1.29,0.0,0.0,True,Fat Loss,1,3,real,train
50,Male,180.3,86.2,26.5,Overweight,1824.6,3302.4,High Activity,1.81,20.0,20.0,True,Fat Loss,3,2,real,train
41,Female,175.3,59.0,19.2,Normal,1358.3,2458.5,High Activity,1.81,20.0,5.0,True,Maintenance,9,7,real,train
35,Female,162.6,72.6,27.46,Overweight,1470.8,2662.1,High Activity,1.81,15.0,2.0,True,Fat Loss,3,2,real,train
24,Female,170.2,59.0,20.36,Normal,1416.2,2563.2,High Activity,1.81,4.0,4.0,True,Fat Loss,9,8,real,train
57,Male,180.3,78.5,24.13,Normal,1681.5,3043.5,High Activity,1.81,40.0,16.0,True,Fat Loss,3,1,real,train
53,Female,157.5,56.7,22.86,Normal,1230.3,2226.8,High Activity,1.81,40.0,5.0,True,Maintenance,9,7,real,train
56,Male,172.7,77.1,25.85,Overweight,1632.4,2954.6,High Activity,1.81,8.0,3.0,True,Fat Loss,3,2,real,train
24,Female,157.5,59.0,23.78,Normal,1376.8,2492.0,High Activity,1.81,5.0,2.0,True,Muscle Gain,6,5,real,train
39,Female,170.2,77.1,26.63,Overweight,1519.0,2749.4,High Activity,1.81,10.0,3.0,True,Fat Loss,3,2,real,train
42,Male,175.3,90.7,29.53,Overweight,1906.4,3450.5,High Activity,1.81,8.0,3.0,True,Fat Loss,3,2,real,train
55,Male,182.9,88.5,26.45,Overweight,1838.7,3328.1,High Activity,1.81,2.0,3.0,True,Fat Loss,3,2,real,train
21,Male,182.9,86.2,25.77,Overweight,2001.4,3622.5,High Activity,1.81,15.0,40.0,True,Fat Loss,3,2,real,train
55,Male,190.5,106.6,29.37,Overweight,2118.4,3283.5,Moderate Activity,1.55,4.0,1.0,True,Maintenance,2,2,real,train
51,Female,160.0,63.5,24.8,Normal,1309.7,2370.6,High Activity,1.81,6.0,2.0,True,Maintenance,9,7,real,train
47,Male,172.7,78.0,26.15,Overweight,1695.6,3069.1,High Activity,1.81,10.0,2.0,True,Maintenance,9,8,real,train
32,Female,167.6,90.7,32.28,Obese,1667.3,3017.7,High Activity,1.81,8.0,0.0,True,Fat Loss,3,3,real,train
18,Male,180.3,88.5,27.2,Overweight,2036.6,3686.2,High Activity,1.81,15.0,20.0,True,Fat Loss,3,2,real,train
52,Male,180.3,88.5,27.2,Overweight,1843.6,3336.9,High Activity,1.81,7.0,0.0,True,Fat Loss,3,2,real,train
19,Female,162.6,49.9,18.88,Normal,1330.3,2407.9,High Activity,1.81,12.0,2.0,True,Maintenance,9,7,real,train
50,Female,162.6,72.6,27.46,Overweight,1405.8,1813.5,Low Activity,1.29,0.0,0.0,False,Maintenance,7,8,real,train
51,Male,182.9,108.9,32.55,Obese,2134.9,3864.2,High Activity,1.81,8.0,4.0,True,Fat Loss,3,3,real,train
55,Female,170.2,81.6,28.19,Overweight,1491.6,2699.9,High Activity,1.81,24.0,8.0,True,Fat Loss,3,2,real,train
46,Male,188.0,92.1,26.06,Overweight,1962.8,3042.4,Moderate Activity,1.55,3.0,0.0,True,Fat Loss,2,2,real,train
36,Male,172.7,99.8,33.45,Obese,2049.8,3710.1,High Activity,1.81,4.0,4.0,True,Fat Loss,3,3,real,train
50,Female,160.0,59.0,23.03,Normal,1272.1,2302.5,High Activity,1.81,5.0,5.0,True,Maintenance,9,7,real,train
39,Male,154.9,86.2,35.9,Obese,1765.1,3194.8,High Activity,1.81,1.0,3.0,True,Fat Loss,3,3,real,train
57,Male,154.9,117.9,49.13,Obese,2088.3,3779.8,High Activity,1.81,6.0,0.0,True,Fat Loss,3,3,real,train
44,Male,180.3,90.7,27.89,Overweight,1919.4,3474.1,High Activity,1.81,10.0,0.0,True,Maintenance,9,8,real,train
56,Male,180.3,104.3,32.08,Obese,2033.6,2623.3,Low Activity,1.29,0.0,0.0,True,Fat Loss,7,7,real,train
29,Male,154.9,108.9,45.35,Obese,2125.7,2742.2,Low Activity,1.29,2.0,0.0,True,Fat Loss,1,3,real,train
60,Male,154.9,90.7,37.79,Obese,1706.7,3089.0,High Activity,1.81,8.0,2.0,True,Fat Loss,3,3,real,train
47,Female,182.9,77.1,23.06,Normal,1523.7,2757.9,High Activity,1.81,8.0,3.0,True,Maintenance,9,7,real,train
52,Female,167.6,59.0,20.98,Normal,1287.0,2329.6,High Activity,1.81,6.0,0.0,True,Fat Loss,3,1,real,train
51,Female,165.1,69.4,25.46,Overweight,1380.0,2497.8,High Activity,1.81,15.0,1.0,True,Fat Loss,3,2,real,train
22,Female,170.2,77.1,26.63,Overweight,1592.6,2882.6,High Activity,1.81,15.0,0.0,True,Fat Loss,3,2,real,train
43,Female,170.2,56.7,19.58,Normal,1312.9,2376.4,High Activity,1.81,5.0,5.0,True,Maintenance,9,7,real,train
65,Male,154.9,70.3,29.29,Overweight,1404.8,2542.7,High Activity,1.81,4.0,4.0,True,Fat Loss,3,2,real,train
36,Female,160.0,95.3,37.2,Obese,1668.3,2152.1,Low Activity,1.29,2.0,0.0,True,Fat Loss,1,3,real,train
54,Male,162.6,61.7,23.34,Normal,1388.4,2513.0,High Activity,1.81,15.0,40.0,True,Maintenance,9,7,real,train
62,Male,182.9,113.4,33.91,Obese,2133.2,3861.1,High Activity,1.81,8.0,3.0,True,Fat Loss,3,3,real,train
32,Female,180.3,59.0,18.13,Underweight,1413.0,2557.5,High Activity,1.81,35.0,5.0,True,Muscle Gain,6,4,real,train
62,Male,182.9,88.0,26.31,Overweight,1792.9,3245.2,High Activity,1.81,12.0,0.0,True,Fat Loss,3,2,real,train
44,Male,175.3,72.6,23.63,Normal,1651.9,2990.0,High Activity,1.81,10.0,4.0,True,Fat Loss,3,1,real,train
41,Female,154.9,50.8,21.16,Normal,1219.8,2207.9,High Activity,1.81,7.0,2.0,True,Fat Loss,3,1,real,train
19,Female,160.0,52.2,20.37,Normal,1343.4,2431.6,High Activity,1.81,10.0,5.0,True,Fat Loss,3,1,real,train
61,Male,172.7,83.9,28.13,Overweight,1695.2,3068.2,High Activity,1.81,5.0,7.0,True,Fat Loss,3,2,real,train
37,Male,188.0,97.5,27.6,Overweight,2086.8,3777.2,High Activity,1.81,10.0,10.0,True,Fat Loss,3,2,real,train
21,Male,172.7,79.4,26.61,Overweight,1861.5,3369.2,High Activity,1.81,5.0,3.0,True,Maintenance,9,8,real,train
45,Female,172.7,86.2,28.89,Overweight,1584.8,2868.4,High Activity,1.81,6.0,0.0,True,Fat Loss,3,2,real,train
48,Female,152.4,65.8,28.32,Overweight,1320.1,2389.3,High Activity,1.81,52.0,6.0,True,Maintenance,9,8,real,train
32,Male,188.0,79.4,22.47,Normal,1872.2,2901.8,Moderate Activity,1.55,4.0,1.0,True,Muscle Gain,5,5,real,train
39,Female,170.2,54.4,18.79,Normal,1309.3,2369.8,High Activity,1.81,12.0,2.0,True,Maintenance,9,7,real,train
62,Male,175.3,90.7,29.53,Overweight,1792.8,3245.0,High Activity,1.81,15.0,1.0,True,Maintenance,9,8,real,train
45,Female,165.1,77.1,28.29,Overweight,1477.3,2673.8,High Activity,1.81,8.0,5.0,True,Fat Loss,3,2,real,train
18,Female,154.9,49.9,20.78,Normal,1311.0,2373.0,High Activity,1.81,10.0,5.0,True,Fat Loss,3,1,real,train
20,Male,172.7,68.0,22.81,Normal,1715.2,3104.6,High Activity,1.81,30.0,30.0,True,Muscle Gain,6,5,real,train
65,Female,167.6,53.5,19.05,Normal,1180.4,2136.6,High Activity,1.81,15.0,4.0,True,Maintenance,9,7,real,train
50,Male,195.6,81.6,21.34,Normal,1836.9,3324.8,High Activity,1.81,40.0,10.0,True,Maintenance,3,7,real,train
46,Male,188.0,102.1,28.89,Overweight,2096.5,3794.7,High Activity,1.81,8.0,0.0,True,Fat Loss,3,2,real,train
52,Female,167.6,54.4,19.37,Normal,1245.1,2253.6,High Activity,1.81,40.0,2.0,True,Maintenance,9,7,real,train
21,Male,185.4,79.4,23.09,Normal,1922.4,3479.6,High Activity,1.81,20.0,10.0,True,Maintenance,9,7,real,train
44,Male,185.4,113.4,32.98,Obese,2247.6,4068.2,High Activity,1.81,7.0,0.0,True,Fat Loss,3,3,real,train
65,Female,170.2,80.7,27.88,Overweight,1440.0,1857.5,Low Activity,1.29,2.0,0.0,True,Maintenance,7,8,real,train
43,Female,157.5,54.4,21.95,Normal,1252.6,2267.2,High Activity,1.81,10.0,6.0,True,Muscle Gain,6,5,real,train
64,Female,160.0,68.0,26.57,Overweight,1295.4,2344.6,High Activity,1.81,10.0,1.0,True,Fat Loss,3,2,real,train
64,Female,172.7,70.3,23.57,Normal,1355.7,2453.8,High Activity,1.81,30.0,0.0,True,Maintenance,9,7,real,train
50,Male,180.3,65.8,20.22,Normal,1551.1,2807.5,High Activity,1.81,30.0,0.0,True,Fat Loss,3,1,real,train
51,Male,185.4,83.9,24.41,Normal,1812.9,3281.3,High Activity,1.81,10.0,2.0,True,Fat Loss,3,1,real,train
54,Male,154.9,85.3,35.52,Obese,1667.8,3018.7,High Activity,1.81,3.0,3.0,True,Fat Loss,3,3,real,train
41,Female,172.7,108.9,36.49,Obese,1811.8,2337.2,Low Activity,1.29,2.0,0.0,True,Fat Loss,1,3,real,train
60,Female,157.5,90.7,36.58,Obese,1514.5,2741.3,High Activity,1.81,7.0,0.0,True,Fat Loss,3,3,real,train
53,Male,182.9,154.2,46.11,Obese,2731.2,4233.4,Moderate Activity,1.55,4.0,0.0,True,Fat Loss,2,3,real,train
28,Male,175.3,83.9,27.32,Overweight,1894.7,2936.8,Moderate Activity,1.55,3.0,1.0,True,Maintenance,8,2,real,train
34,Male,154.9,86.2,35.9,Obese,1793.5,3246.2,High Activity,1.81,7.0,0.0,True,Fat Loss,3,3,real,train
42,Male,182.9,89.8,26.85,Overweight,1930.8,2992.7,Moderate Activity,1.55,2.0,2.0,True,Fat Loss,2,2,real,train
42,Female,162.6,72.6,27.46,Overweight,1440.4,1858.2,Low Activity,1.29,2.0,1.0,True,Fat Loss,1,2,real,train
44,Male,185.4,79.4,23.09,Normal,1791.8,2777.4,Moderate Activity,1.55,3.0,1.0,True,Maintenance,8,7,real,train
59,Female,154.9,86.2,35.9,Obese,1469.1,2659.0,High Activity,1.81,40.0,14.0,True,Fat Loss,3,3,real,train
38,Male,182.9,93.0,27.8,Overweight,1996.0,3612.8,High Activity,1.81,20.0,0.0,True,Fat Loss,3,2,real,train
59,Female,162.6,81.6,30.9,Obese,1450.7,2625.8,High Activity,1.81,40.0,0.0,True,Fat Loss,3,3,real,train
52,Male,175.3,113.4,36.92,Obese,2153.4,3897.7,High Activity,1.81,7.0,0.0,True,Fat Loss,3,3,real,train
37,Male,188.0,113.4,32.1,Obese,2299.5,4162.1,High Activity,1.81,0.0,50.0,True,Fat Loss,3,3,real,train
38,Female,154.9,56.7,23.62,Normal,1287.4,2330.1,High Activity,1.81,20.0,3.0,True,Maintenance,9,7,real,train
18,Female,170.2,49.9,17.23,Underweight,1358.3,1752.1,Low Activity,1.29,2.0,0.0,True,Muscle Gain,4,4,real,train
42,Female,165.1,83.9,30.79,Obese,1553.2,2811.2,High Activity,1.81,15.0,0.0,True,Fat Loss,3,3,real,train
45,Male,154.9,82.6,34.39,Obese,1682.4,2170.3,Low Activity,1.29,1.0,0.0,True,Fat Loss,1,3,real,train
34,Male,154.9,81.6,34.01,Obese,1732.7,3136.2,High Activity,1.81,5.0,1.0,True,Fat Loss,3,3,real,train
45,Female,154.9,81.6,34.01,Obese,1487.7,2692.8,High Activity,1.81,5.0,2.0,True,Fat Loss,3,3,real,train
45,Male,175.3,79.4,25.84,Overweight,1737.4,3144.7,High Activity,1.81,5.0,0.0,True,Maintenance,9,8,real,train
65,Female,154.9,88.5,36.84,Obese,1464.0,2649.9,High Activity,1.81,5.0,0.0,True,Fat Loss,3,3,real,train
35,Female,167.6,63.5,22.6,Normal,1402.6,2538.7,High Activity,1.81,8.0,1.0,True,Maintenance,9,7,real,train
18,Female,160.0,56.7,22.14,Normal,1389.7,2515.3,High Activity,1.81,20.0,0.0,True,Maintenance,9,7,real,train
50,Female,165.1,54.4,19.97,Normal,1245.9,2255.1,High Activity,1.81,30.0,0.0,True,Maintenance,9,7,real,train
63,Female,162.6,95.3,36.05,Obese,1559.2,2822.2,High Activity,1.81,55.0,0.0,True,Fat Loss,3,3,real,train
38,Male,167.6,90.7,32.28,Obese,1892.5,3425.4,High Activity,1.81,18.0,0.0,True,Fat Loss,3,3,real,train
51,Male,175.3,74.8,24.37,Normal,1642.6,2973.1,High Activity,1.81,20.0,0.0,True,Maintenance,9,7,real,train
45,Male,182.9,83.9,25.09,Overweight,1834.7,3320.9,High Activity,1.81,15.0,0.0,True,Fat Loss,3,2,real,train
49,Female,162.6,95.3,36.05,Obese,1619.9,2931.9,High Activity,1.81,30.0,30.0,True,Fat Loss,3,3,real,train
45,Female,162.6,65.8,24.89,Normal,1364.5,2469.8,High Activity,1.81,20.0,0.0,True,Maintenance,9,7,real,train
53,Female,162.6,62.1,23.52,Normal,1296.3,2346.4,High Activity,1.81,20.0,20.0,True,Muscle Gain,6,5,real,train
51,Female,170.2,88.5,30.54,Obese,1571.9,2845.1,High Activity,1.81,10.0,1.0,True,Fat Loss,3,3,real,train
59,Female,170.2,61.2,21.14,Normal,1285.6,1658.4,Low Activity,1.29,0.0,0.0,False,Fat Loss,1,1,real,train
63,Male,175.3,86.2,28.06,Overweight,1726.4,3124.7,High Activity,1.81,10.0,3.0,True,Fat Loss,3,2,real,train
55,Male,172.7,86.2,28.89,Overweight,1759.6,2727.4,Moderate Activity,1.55,3.0,0.0,True,Fat Loss,2,2,real,train
50,Female,167.6,89.8,31.96,Obese,1580.9,2861.5,High Activity,1.81,28.0,6.0,True,Fat Loss,3,3,real,train
32,Female,160.0,51.7,20.19,Normal,1282.9,2322.1,High Activity,1.81,0.0,3.0,True,Maintenance,9,7,real,train
29,Female,154.9,70.3,29.29,Overweight,1452.2,2628.4,High Activity,1.81,6.0,2.0,True,Fat Loss,3,2,real,train
55,Female,162.6,59.0,22.31,Normal,1258.3,1950.4,Moderate Activity,1.55,3.0,1.0,True,Maintenance,8,7,real,train
48,Female,175.3,72.6,23.63,Normal,1453.8,2631.4,High Activity,1.81,10.0,10.0,True,Fat Loss,3,1,real,train
63,Female,162.6,76.2,28.84,Overweight,1383.1,2503.4,High Activity,1.81,2.0,4.0,True,Fat Loss,9,3,real,train
53,Female,162.6,68.0,25.75,Overweight,1350.9,2445.1,High Activity,1.81,40.0,0.0,True,Fat Loss,3,2,real,train
54,Female,160.0,54.4,21.26,Normal,1212.8,2195.2,High Activity,1.81,8.0,0.0,True,Fat Loss,3,1,real,train
62,Male,182.9,108.9,32.55,Obese,2072.5,3751.1,High Activity,1.81,5.0,0.0,True,Fat Loss,3,3,real,train
60,Female,157.5,63.5,25.61,Overweight,1262.9,1629.1,Low Activity,1.29,2.0,0.0,True,Fat Loss,1,2,real,train
57,Female,157.5,54.4,21.95,Normal,1192.0,1537.7,Low Activity,1.29,2.0,0.0,True,Fat Loss,1,1,real,train
45,Female,180.3,95.3,29.29,Overweight,1692.3,3063.0,High Activity,1.81,60.0,12.0,True,Maintenance,9,8,real,train
40,Female,152.4,56.7,24.41,Normal,1270.8,2300.2,High Activity,1.81,20.0,5.0,True,Muscle Gain,6,5,real,train
43,Female,157.5,72.6,29.26,Overweight,1420.4,2570.9,High Activity,1.81,6.0,0.0,True,Fat Loss,3,2,real,train
53,Male,175.3,70.3,22.89,Normal,1570.5,2842.5,High Activity,1.81,5.0,6.0,True,Maintenance,9,7,real,train
20,Male,188.0,72.6,20.54,Normal,1849.1,3346.9,High Activity,1.81,15.0,3.0,True,Maintenance,9,7,real,train
62,Female,165.1,61.2,22.46,Normal,1256.9,2274.9,High Activity,1.81,20.0,0.0,True,Maintenance,9,7,real,train
36,Female,170.2,72.6,25.06,Overweight,1490.0,2697.0,High Activity,1.81,5.0,0.0,True,Fat Loss,3,2,real,train
61,Female,162.6,74.8,28.32,Overweight,1379.1,2496.3,High Activity,1.81,15.0,1.0,True,Maintenance,9,8,real,train
45,Female,175.3,65.8,21.41,Normal,1403.9,2541.0,High Activity,1.81,14.0,0.0,True,Maintenance,9,7,real,train
44,Female,167.6,104.3,37.12,Obese,1741.1,2246.1,Low Activity,1.29,2.0,0.0,True,Fat Loss,1,3,real,train
51,Female,162.6,80.3,30.38,Obese,1472.8,2665.7,High Activity,1.81,5.0,3.0,True,Fat Loss,3,3,real,train
58,Male,188.0,93.0,26.32,Overweight,1906.9,3451.4,High Activity,1.81,10.0,2.0,True,Fat Loss,3,2,real,train
47,Female,172.7,67.1,22.5,Normal,1399.9,2533.9,High Activity,1.81,10.0,4.0,True,Maintenance,9,7,real,train
55,Male,188.0,108.9,30.81,Obese,2136.6,3867.2,High Activity,1.81,5.0,0.0,True,Fat Loss,3,3,real,train
33,Female,172.7,68.0,22.81,Normal,1468.9,2658.8,High Activity,1.81,60.0,0.0,True,Fat Loss,3,1,real,train
44,Female,175.3,68.0,22.15,Normal,1429.2,2586.8,High Activity,1.81,3.0,3.0,True,Fat Loss,3,1,real,train
58,Female,175.3,90.7,29.53,Overweight,1578.3,2856.7,High Activity,1.81,10.0,3.0,True,Fat Loss,3,2,real,train
57,Male,170.2,79.4,27.41,Overweight,1644.9,2549.6,Moderate Activity,1.55,4.0,2.0,True,Fat Loss,2,2,real,train
19,Female,170.2,65.8,22.71,Normal,1500.7,2716.3,High Activity,1.81,30.0,8.0,True,Muscle Gain,6,5,real,train
